Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,－,－
,,○,乗用車販売店（従業員）,・販売量に大きな変化はないが、新規客の成約率が向上している。
,,○,旅行代理店（従業員）,・海外旅行は先行きに不透明感があるが、国内の先行受注状況は前年並み以上で推移している。
,,○,旅行代理店（従業員）,・海外旅行は依然として低調であるが、若い世代を中心に徐々に回復の兆しがある。
,,□,百貨店（販売促進担当）,・販売量、来客数の伸びがこの３か月間は安定しており、今後も大きな変化があるとは考えられない。
,,□,コンビニ（店長）,・弁当の動向をみると、販売量が増加しても単価が低下しているので売上にあまり貢献していない。
,,□,コンビニ（エリア担当）,・客は価格が低い商品にしか反応せず、販売促進期間しか買わない傾向がみられる。
,,□,コンビニ（エリア担当）,・競争の激化は避けられない一方で、観光需要にも大きな期待は出来ない。
,,□,衣料品専門店（店長）,・チラシなどで安い商品を提供したときは来客数が増加するが、通常時の来客数が伸び悩んでいる。
,,□,衣料品専門店（店員）,・単価が低いＴシャツ等が動くとみられるが、全体的には衣類の動きが良くなる要素が見当たらない。
,,□,住関連専門店（統括）,・周辺に大型スーパー等が出店し競争が激しくなるが、一方で、地域としては、集客効果を得られる。
,,□,旅行代理店（従業員）,・熟年層の客の動きが鈍い。
,,▲,スーパー（店長）,・炭鉱閉山、地元大型店の撤退等で、雇用不安がますます高まり、客の財布のひもが更に固くなる。
,,▲,スーパー（企画担当）,・オーバーストアのなかでの低価格競争が当面続く。
,,▲,コンビニ（エリア担当）,・炭鉱閉山に伴う従業員の削減、給与20％カットの継続により、消費意欲が減退している。
,,▲,高級レストラン（スタッフ）,・炭鉱閉山決定で多くの失業者が発生し、暗いムードが流れ、消費が減退する。
,,▲,観光型ホテル（スタッフ）,・本格的な雪のシーズンを迎えて、台湾、香港からの客が増加するが、単価が低く、売上の伸びは期待できない。
,,▲,観光名所（役員）,・香港、台湾からの観光客の増加や、雪祭りの時期の入込増加にかすかな期待を抱いているが多くは望めない。
,,▲,美容室（経営者）,・来店頻度が低下しており、店販品の売上も減少している。
,,×,コンビニ（エリア担当）,・公共工事の減少、BSE（牛海綿状脳症）の影響による農家所得の減少などから、来客数が減少し、客単価も低下する。
,,×,タクシー運転手,・来年２月からタクシーの規制緩和が始まり、新規参入による都市部でのタクシー台数が増加することで、業界内での競争が今まで以上に激しくなる。競争の激化によって料金が多少低下してもタクシーの利用が大幅に増加するとは考えにくいことから、客の奪い合いとなり、タクシー１台当たりの生産性が低下する。
,,×,タクシー運転手,・基幹産業の炭鉱閉山、大手スーパーの撤退、大学の移転計画で、街の雰囲気が不況一色で塗りつぶされている。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,通信業（営業担当）,・必要に迫られての投資が多いが、新年度に向けて設備投資を行う企業が多く、受注量が増加する。
,,□,家具製造業（経営者）,・一般家庭用家具は、売行きは悪いが、大口需要家向けは比較的活況である。
,,□,その他サービス業［システムハウス］（経営者）,・今年度については現状のペースで受注できそうであるが、来年度以降の話が一向にみえてこない。
,,□,その他サービス業［建設機械リース］（支店長）,・取引先が、設備投資にかなり慎重になっている｡
,,□,その他企業［コンベンション担当］（従業員）,・受注量、単価ともに悪い状態が続いている。
,,▲,金融業（企画担当）,・ペイオフ解禁が間近になり、消費者心理、経営者マインドがとても慎重になる。
,,▲,その他サービス業［建設機械リース］（支店長）,・11、12月の受注量が落ち込んでおり、手形の資金繰りが２、３月に厳しくなる。仕事量が少なくても人件費は払わなくてはならないので、手形の不渡りや書換えが出てくる。
,,×,輸送業（支店長）,・金融機関が貸出資金を引き締めており、一部には融資ストップ等が発生している。
