Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,－,－
,,○,商店街（代表者）,・今年の夏は猛暑が続くとみられるため、夏物が売れている。また、秋のトレンドもみえてきている。
,,○,家電量販店（店長）,・季節商材の動きが良くなり、来客数が増加する。
,,○,家電量販店（店長）,・今は家電リサイクル法施行前の駆け込み需要の反動が一番大きいが、徐々に回復するとみられる。
,,○,自動車備品販売店（店長）,・日を追うごとに来客数が増加している。
,,○,住関連専門店（統括）,・来客数に変化はないが、客単価は上昇してきている。
,,○,一般レストラン（スタッフ）,・予約が増加しており、断るケースまで出てきている。また、家族単位での旅行も増加している。
,,□,商店街（代表者）,・来客数は増加しているが単価が低下している。
,,□,スーパー（店長）,・夏物商戦は気温に左右されるものの、暖かい日が続いているので衣料を中心に期待できるが、お中元の単価が低下する。
,,□,スーパー（店長）,・お中元等の動きが活発になるが、価格の低下や、宅配件数の減少が予想される。
,,□,衣料品専門店（店長）,・来客数の伸びにさほど変わりがない。
,,□,家電量販店（店員）,・６月の売上はまあまあだったが、気温が高くなってもエアコン、冷蔵庫、洗濯機の売行きが芳しくなく、今後良くなる要素がない。
,,□,乗用車販売店（従業員）,・来客数は増加しているが、売上の確保が心配な状況である。
,,□,高級レストラン（スタッフ）,・観光シーズンになり来客数の増加は期待できるが、単価が低下しているので、売上増加は期待できない。
,,□,高級レストラン（スタッフ）,・観光客の予約は好調だが、客単価が低く売上の増加は見込めない。
,,□,スナック（経営者）,・滞在型の観光客が減少している。
,,□,その他飲食［酒卸］（店長）,・天候が良くなれば商品は動くが、値段の高い物は敬遠されている。
,,□,観光型ホテル（経営者）,・予約状況からは期待できるが、選挙がある月は売上が伸びない傾向がある。
,,□,観光名所（役員）,・道外客の入込や消費単価が上昇する要素がない。
,,□,美容室（経営者）,・客の購買意欲が上昇ムードになる要素がない。
,,□,住宅販売会社（従業員）,・大型商品の販売の見通しに明るさがない。
,,▲,商店街（代表者）,・低価格志向が続いている。
,,▲,一般小売店［土産］（店員）,・秋口に去年並みの来客数を確保できるかが不透明である。
,,▲,スーパー（企画担当）,・中央依存、公共投資依存の強い北海道としては、構造改革から受ける痛みを伴うというイメージが強く、将来不安が払拭しきれず、購買行動も慎重になる。
,,▲,コンビニ（エリア担当）,・周辺のスーパーとの競合が激しくなっており、以前は客が反応した価格でも反応が弱くなってきている。
,,▲,コンビニ（エリア担当）,・低価格競争の激化が必至であり、客単価の低下が予想される。
,,▲,乗用車販売店（従業員）,・地元信用組合の経営破綻の影響もあり、販売環境が更に悪くなる。
,,▲,高級レストラン（スタッフ）,・釧路市内の大手水産加工会社の倒産が個人消費低下の契機になると懸念される。
,,▲,観光型ホテル（スタッフ）,・予約の入り方が遅くなってきている。また単価の動向が懸念される。
,,▲,旅行代理店（従業員）,・地元信用組合の経営破綻の影響が出る。
,,▲,旅行代理店（従業員）,・団体旅行の不振に加えて、好調だった個人旅行も低迷してきている。
,,▲,美容室（経営者）,・非日常的な行事にも、日常通りの格好で出かける傾向がある。
,,×,スーパー（店長）,・相次ぐ家具メーカーの倒産、地元信用組合の破綻の影響が出る。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,通信業（営業担当）,・既存の事業から新しいビジネスへの投資といった、現状からの脱却を図ろうとする動きがある。
,,□,金融業（企画担当）,・建設、流通業界で競争が激しい。更に本州資本の出店と地域店の廃業が目立つ。
,,□,その他サービス業［建設機械リース］（従業員）,・大型工事、長期的な工事の予定が少ない。
,,□,その他企業［コンベンション担当］（従業員）,・例年の同時期と比較すると予約の入りが今一つであり、先がみえない。
