Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,スーパー（店長）,・降雪が遅かった分、10～11月と衣料品が苦戦していたが、気温が下がり、通常の冬になりつつあることで衣料品が好調になっており、今後もこの状況は続く。食料品は引き続き堅調に動くことが見込まれることから、全体的にはやや良くなる。
,,○,スーパー（店長）,・絆という言葉が世相を反映し、一家団らんのムードが高まっていることで、外食より内食が増加傾向にあることがプラスに寄与する。また、ギフトも内容は変化しているが、気持ちの表現として増える傾向にある。
,,○,家電量販店（地区統括部長）,・今月で、売上が底を打ったと予想されるため、依然として厳しい状況は続くが、需要は徐々に回復していく。
,,○,乗用車販売店（営業担当）,・新型車の投入とエコカー減税終了前の駆け込み需要で、販売量の増加が期待される。
,,○,自動車備品販売店（店長）,・オイル交換、タイヤ交換などのピットサービスに加えて、来客数も堅調に増え続けており、今後も販売量の増加が期待できる。また、カーナビの需要もタイの洪水の落ち着きとともに戻ってくる。
,,○,通信会社（社員）,・新年度を迎えることが１つのきっかけになる。北海道は冬の観光シーズンにも重なるため、景気が上向くことが期待される。
,,○,通信会社（企画担当）,・冬春の新商品への期待が前年よりも大きいため、今後の売上の増加が期待できる。
,,○,観光名所（従業員）,・高速道路の延伸や海外との定期便復活による観光客の入込増加の効果が期待できる。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,・映画の撮影等のイベントが計画されており、それにともなう輸送量の増加が期待できる。
,,○,住宅販売会社（経営者）,・２～３か月後には為替が円安に振れることが期待できる。また、来年３月に向けて株価も回復するとみられる。それにともない消費者の消費意欲も上向くことになる。
,,□,商店街（代表者）,・２～３か月先も防寒物のバーゲン狙いの客がまだいるとみられるものの、春物に対しての動きがそこまで早くから出てくることは見込まれないため、結果的に今と変わらない状況が続く。
,,□,商店街（代表者）,・当地の３大まつりの１つが行われる時期であるが、中心市街地ではまつりに関連する大きなイベントも計画されていないため、イベント会場から中心商店街に人の流れは来ないとみられる。
,,□,一般小売店［酒］（経営者）,・年末という特殊要因を除けば、基調的に現在よりも良くなることは望めない。
,,□,百貨店（売場主任）,・売上のトレンドはやや上がってきているものの、買上客数は前年実績を上回らず、客単価の上昇でカバーしている状況が続いていることから、今後も変わらないまま推移する。
,,□,百貨店（販売促進担当）,・本格的な冬の到来で冬物商材の動きは活発になるものの、欧州の信用不安の影響で客が生活防衛に入ることが懸念される。また、高騰傾向にある灯油価格も消費回復の足かせとなる。
,,□,百貨店（販売促進担当）,・各種の動員施策を企画しても来客数の増加につながらず、縮小傾向にあるため、今後も厳しいまま変わらない。
,,□,百貨店（役員）,・生活者は身の回りのことで手一杯な感がある。前年のエコポイント特需による消費が何か別の商材に回るのか、貯蓄に回るのかで状況は変わってくる。
,,□,スーパー（企画担当）,・ここ数か月、客の消費行動はこう着状態を保っているが、競合店との価格競争が激しさを増している。極端な低価格販売の動きが懸念されることもあり、今後の商戦は厳しくなる。
,,□,スーパー（役員）,・東日本大震災以来、今後の社会保障や税負担の問題を受けて、将来に起こり得る可処分所得の減少に備えて、消費者の生活防衛意識が相当強まっていることから、今後も厳しいまま変わらない。実際に、実質所得の減少がすでに現実化しており、その影響で１世帯の購買回数が減少し、来客数の減少につながっている。
,,□,家電量販店（経営者）,・地上デジタル放送特需による需要の先食いにより、これまでの主力であったテレビの売上が今後しばらくは伸びないことが見込まれる。ＬＥＤなどの省エネ商品が伸びる傾向がみられるものの、テレビの落ち込みをカバーするまでには至らない。
,,□,その他専門店［医薬品］（経営者）,・将来の年金に対しての不安要素が景気回復を邪魔しており、今後もこのまま不安定な状況で推移する。
