Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,衣料品専門店（店長）,・季節的な要因もあるかもしれないが、客１人当たりの買上点数が増加しており、客単価も上昇していることから、今後についても良くなる。
,,○,家電量販店（店員）,・まだまだ薄型テレビの販売量が伸びることが見込まれる。薄型テレビの単価は下がっているが、ＤＶＤレコーダとのセット販売ができることから売上も見込める。ただ、白物家電が伸び悩んでいることが心配材料である。
,,○,観光型ホテル（経営者）,・冬のイベント時期となり、本州からの観光客の増加が見込まれ、消費単価の上昇と相まって今後の好転が期待される。
,,○,設計事務所（職員）,・雪解けという北海道特有の気候条件も後押しして、計画見直しや着工延期されていた建築物の工事が稼働し始めることが見込まれ、建設関連の景気は多少上向いてくる。
,,□,商店街（代表者）,・１月から始まる冬物のバーゲンの勢いが２月までは続くことが見込まれるが、春物の動向がどうなるか、まだ見えない部分もあり、全体としては変わらないまま推移する。
,,□,一般小売店［酒］（経営者）,・景気については一進一退を続けているが、ここ数か月は底割れの気運も出てきている。このため、娯楽シーズンが間近となる３月になれば、酒の販売についても多少は上昇が見込める。
,,□,百貨店（売場主任）,・長期予報でこの春は暖かいと予想されていることから、春物の動きが良くなることが見込まれる。
,,□,百貨店（売場主任）,・これといった好材料が見当たらないため、今後も変わらないまま推移する。
,,□,コンビニ（エリア担当）,・収入が増えない一方で、ガソリン代や灯油代が値上がりしていることに加えて、食料品の価格も値上がり傾向にある。今後もこの状況に変化はなく、客は単価の安い商品を求めるなどして、消費を控える傾向が強まることが見込まれる。
,,□,その他専門店［医薬品］（経営者）,・今後も客の健康志向が続くと見込まれるが、一気に景気回復とまではつながらない。
,,□,旅行代理店（従業員）,・客の申込状況をみると、可も不可も無い状況であり、決して景気が良くなるとは考えられない。
,,□,旅行代理店（従業員）,・１月の個人国内旅行は全道的に順調だが、団体旅行の先行受注が伸び悩んでいることから、今後も変わらないまま推移する。
,,□,タクシー運転手,・12月に札幌圏のタクシーの値上げが実施されたが、ここ数年、利用客が減り続けていることに加えて、札幌圏のタクシー台数がこの４年間で２割ほど増えている。このため値上げの効果は、利用客の減少とタクシー増車のマイナス要因で相殺され、前年並みの売上となることが見込まれる。
,,□,タクシー運転手,・今冬は極端な暖冬であることに加えて、原油高騰のあおりを受け、客の財布のひもはより一層固くなり、利用客の減少が見込まれる。
,,□,その他サービスの動向を把握できる者,・観光客の減少がようやく底を打った様相を呈するなど期待がもたれるが、諸物価の値上がり傾向もあり、予断を許さない状況にある。
,,□,住宅販売会社（従業員）,・所得の減少や雇用の不安定さに加えて、建築確認申請の厳格化が悪い状況に拍車を掛けており、今後も変わらないまま推移する。
,,▲,商店街（代表者）,・今後も各種製品の値上がりがめじろ押しであることから、客の動きが悪くなる。
,,▲,百貨店（販売促進担当）,・今後も諸物価の値上がりが消費マインドを冷やし続ける。パーソナルギフトや自分へのご褒美といった購買を除けば、価格がワンランク下のものを選択したり、買うのを見合わせるといった生活防衛色が強まりそうである。
,,▲,スーパー（店長）,・２～４月にかけて、食料品やビールの値上げなど、客の財布のひもを固くさせる要素が多すぎる。スーパーでもますます目玉買いばかりが目立つようになり、客の買上点数も客単価も下がってくる。
,,▲,スーパー（企画担当）,・食料品の相次ぐ値上げにより、多少の買いだめ需要はあるものの、年明けから春先にかけては、更に値上げ品目が増加しそうであり、消費マインドを慎重にさせる。ガソリンや灯油の高騰も消費マインドを慎重にさせている。
