Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,－,－
,,○,商店街（代表者）,・10月になれば農産物の動きが安定するとみられることから、今後の景気はやや良くなる。
,,○,家電量販店（経営者）,・キャッシュレス・消費者還元事業をうまく販促に活かすことで、売上アップが期待できる。また、独自のポイント還元を行うＱＲコード決済業者なども活用すれば、消費税増税前よりも安く購入できるメリットを消費者に訴えることもできる。次世代住宅ポイント制度も追い風となる。
,,○,家電量販店（店員）,・消費税増税前の駆け込み需要が生じることを期待している。
,,○,旅行代理店（従業員）,・このままの天候が続けば、農作物の順調な収穫が見込めるため、景気が良くなる。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,・９月にある２度の３連休において、例年以上の輸送量が期待できる。
,,□,商店街（代表者）,・２～３か月後は消費税増税直後の月であり、冬を迎えるに当たって暖房費などへの不安が高まるため、買い控えが強まることが懸念され、低調な売上となる。
,,□,一般小売店［土産］（経営者）,・８月の落ち込みは、30度以上の日が続いた前半の猛暑や台風９号、10号などの影響が大きかったことは確かだが、一昨年から国内観光客が増えていないことから、景気が良くなっているとはいえない。
,,□,一般小売店［土産］（経営者）,・外国人観光客については、韓国からの観光客が目に見えて減っている。ただし、中国、台湾、タイなどのほかのアジアからの観光客が堅調に増えているため、韓国人観光客の落ち込みほど売上は落ちていない。国内客については、９月にラグビーワールドカップが行われるため、その波及効果がプラス要因となる。前年は９月の北海道胆振東部地震で休業した影響もあるため、前年比ではプラスが見込める。ただし、10月の消費税増税後は苦戦が見込まれる。
,,□,一般小売店［酒］（経営者）,・５～７月は苦戦していたものの、８月に入ってからは景気がやや上向いている。ただし、景気がこのまま良くなるか、又は再び落ち込むのか、判断が付かない。
,,□,スーパー（店長）,・10月からの消費税増税が影響し、客は冬支度の必需品は購入しても、不必要な商材は購買を控えるとみられる。今後も客の節約志向は変わらない。
,,□,スーパー（店長）,・大きな変動要因がないため、今後も景気は変わらない。
,,□,スーパー（企画担当）,・米中の貿易摩擦、日韓関係の悪化が、国内経済に影響を与えることが懸念されるため、今後も景気は変わらない。
,,□,乗用車販売店（経営者）,・８月の新車受注もほぼ想定内の水準で推移しており、消費税増税前の顕著な駆け込み需要がみられない一方で、増税後の反動減も抑制されるとみられることから、今後も新車の販売動向に特段の変化はみられない。
,,□,乗用車販売店（経営者）,・消費税増税後の景気を変動させるような要因が見当たらないことから、今後も景気は変わらない。
,,□,乗用車販売店（従業員）,・今後に向けての明るい話題もないことから、景気は現状と変化のないまま推移する。
,,□,乗用車販売店（従業員）,・10月から消費税増税が行われるため、８月よりも景気が良くなる材料がない。
,,□,高級レストラン（スタッフ）,・９月における２度の３連休の反動や10月からの消費税増税の影響で、高級飲食店の利用はしばらく控えられることになる。外国人観光客もやや伸び悩んでいるため、売上は減少することになる。ただ、前年の９月は北海道胆振東部地震の影響で売上がダウンしていたため、前年比では前年を上回る可能性がある。
,,□,観光型ホテル（スタッフ）,・大型スポーツイベントやコンサートイベントなどでの予約は好調だが、外国人観光客の催行中止により、プラス分が相殺されることになる。
,,□,旅行代理店（従業員）,・景気回復に向けての良い材料が見当たらないことから、今後も景気は変わらない。
,,□,旅行代理店（従業員）,・来客数や客単価の動きに変化がみられないことから、今後も景気は変わらない。
,,□,旅行代理店（従業員）,・会社の数字が伸びていても、そのことが従業員の実生活にすぐには直結していないため、今後の景気が良くなるという実感が持てない。
