I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,観光名所（従業員）,来客数の動き,・例年と比べて、利用者数が20％ほど増えている。当地に寄港する大型豪華客船が増えていることで、特に外国人観光客の利用者数が大幅に増加している。
,,○,スーパー（役員）,お客様の様子,・当地を舞台とするアニメ映画の公開と桜の開花が重なり、観光客が大幅に増えている。当店の売上も、酒や菓子などの地元商材を中心に増加している。
,,○,衣料品専門店（エリア担当）,販売量の動き,・これまで以上に来客数が回復しており、客単価も上昇傾向にある。１人当たりの買上点数も増加傾向にある。
,,○,家電量販店（店員）,販売量の動き,・エアコンの販売が引き続き好調に推移している。
,,○,乗用車販売店（従業員）,販売量の動き,・来客数が増加している。それに併せて新車の受注量も伸びている。
,,○,自動車備品販売店（店長）,お客様の様子,・円安や物価高の状況、国による経済対策などに変化はみられないものの、新年度を迎えたことで季節商材を中心に消費が増加している。タイヤの販売量も前年から10％の増加となっている。
,,○,高級レストラン（スタッフ）,それ以外,・全体的に景気は上向き傾向にある。ただし、当地の景況感については、それほど好転しているわけではない。
,,○,旅行代理店（従業員）,販売量の動き,・客からの問合せ件数が増えている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・インバウンドを中心に、観光客の輸送量が例年と比べて若干増加している。旅客、車両共に増加している。
,,□,商店街（代表者）,お客様の様子,・コロナ禍が明けたことで、客の行動の選択肢が増えており、旅行やレジャーなどに出掛ける人も増えている。ただし、物価高の影響で実質賃金が増えていないこともあって、消費行動にはばらつきがみられる。
,,□,商店街（代表者）,来客数の動き,・４月初旬は、春休み期間中の学生がカラオケなどの遊興施設やコンビニを利用する姿をよく見掛けたものの、中旬以降は、若年層の買物客は減少した。月全体でみると、平日の来街者は、前年並みの少なさであった。特に閉店した百貨店周辺は、以前は新入学商材を求める買物客でにぎわっていたが、今年は皆無に近い状態であった。
,,□,商店街（代表者）,来客数の動き,・３月まで居酒屋の送迎会が好調だったことから、４月の歓迎会需要を期待していたが、今一つであった。買物客についても、物価高の影響で期待していたような消費行動がみられず、停滞している。
,,□,一般小売店［土産］（経営者）,お客様の様子,・売上は2023年比で114.2％、2022年比で241.2％、2021年比で599.4％、2020年比で1560％、コロナ禍前の2019年比で122.8％となっている。
,,□,一般小売店［酒］（経営者）,お客様の様子,・客から物価上昇に対する不満の声を聞く機会が増えている。し好品である酒類の販売への逆風が強まっており、当店においては大変厳しい状況となっている。
,,□,百貨店（売場主任）,お客様の様子,・値上げの影響で、食品など、一部の商材の動きが鈍くなっているものの、それ以外の商材は良くも悪くも想定どおりの動きとなっている。
,,□,百貨店（販売促進担当）,来客数の動き,・春節を機にインバウンドが急増したこともあって、冬場の観光客数は多かったが、４月に入って観光客数が急激に減少している。それに伴って当店の売上も苦戦している。
,,□,スーパー（店長）,販売量の動き,・原価高騰の影響で商品単価が上昇している。来客数は前年並みであるが、販売点数が伸びてこない。
,,□,スーパー（企画担当）,来客数の動き,・来客数が前年並みで推移しているため、景気は変わらない。今後も同様の傾向が続くとみられる。
,,□,コンビニ（エリア担当）,来客数の動き,・４月以降も所得が増えていない人が多いなか、更なる食品の値上げで客の動きが鈍くなっている。その一方で、セール品に対する客の反応が良くなっており、月全体の売上、来客数はいずれも前年並みの水準となった。
,,□,コンビニ（エリア担当）,販売量の動き,・買上点数も、客単価も引き続き前年を下回っており、客の生活防衛意識の高さがうかがえる。インバウンドが減っていることもマイナスである。
,,□,乗用車販売店（従業員）,販売量の動き,・新車について、受注可能な車種が増えているものの、新車登録台数に大きな変動がみられないことから、景気は変わっていない。
,,□,住関連専門店（役員）,販売量の動き,・売上の前年比をみると、３か月前と変動がみられない。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・気温の変化が大きいこともあって、来客数が安定しない。健康食品の問題で悪いイメージが強まっていることもマイナスである。
,,□,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・３か月前と比べて、変化はみられない。
,,□,その他専門店［造花］（店長）,お客様の様子,・売上は前年並みの水準で推移しているものの、前年は落ち込みのみられた年であり、景気が上向いているとはいえない。来客数が落ち込んでいるため、全体的に動きが悪くなっている。
,,□,高級レストラン（スタッフ）,販売量の動き,・例年４月はゴールデンウィーク期間以外の日の売上が余り良くないが、今年は例年よりも桜の開花が早かったことから、花見客の利用でランチの来客数が増加することを期待していた。しかしながら、桜の開花直後から急に気温が下がったため、期待していたほど予約が増えなかった。また、円安に伴う物価高の影響が深刻であり、オリーブ油の価格は数年前の２倍に上昇している。オリーブ油は料理に使うことで食後の軽さが増す効果があるが、そろそろ使用を制限することを検討している。食材業者からは、特に外国人客の利用が多いホテルへの納品が順調な一方で、地元客をメインターゲットとした高級飲食店への納品が減っていると聞く。
,,□,高級レストラン（スタッフ）,来客数の動き,・来客数について、大きな変動もなく推移している。
,,□,タクシー運転手,販売量の動き,・４月に入り、売上が急激に減少している。人事異動などの影響で企業の業務内容に変化が生じていることが理由とみられ、一段落つくまでは今の状態が続くことになる。
,,□,タクシー運転手,来客数の動き,・春を迎えて、客の動きが上向いてくることを期待していたが、目立つような動きは特にみられなかった。ここ２か月、景気は横ばいで推移している。
,,□,住宅販売会社（経営者）,販売量の動き,・春を迎えてしゅん工シーズンとなったが、住宅の着工数は引き続き低迷している。
,,▲,商店街（代表者）,お客様の様子,・大半の客から、物価がどんどん上がっているため、景気が非常に悪いという話を聞く。
,,▲,一般小売店（経営者）,来客数の動き,・最近の政局不安が消費に多大な影響を及ぼしている。
,,▲,スーパー（店長）,それ以外,・円安に伴う物価高の影響で景気はやや悪くなっている。
,,▲,スーパー（店長）,来客数の動き,・前年は卵不足の影響で卵が集客につながっていたが、今年はそうした恩恵がなくなっている。
,,▲,スーパー（企画担当）,販売量の動き,・売上を前年比でみると、引き続き好調ではあるものの、商品単価が大きく上昇していることで、買上点数の落ち込み幅が拡大している。
,,▲,コンビニ（エリア担当）,来客数の動き,・商品の価格が上がっていることで、客がより厳選して商品を購入するようになっている。
,,▲,衣料品専門店（経営者）,お客様の様子,・実質賃金が増えておらず、むしろ減少傾向にあるため、景気はやや悪くなっている。
,,▲,衣料品専門店（店長）,来客数の動き,・一時期回復基調にあった来客数が再び落ち込み始めており、盛り返しの動きがみられなくなってきた。例年であれば、客が夏物商材の先物を見に来る時期だが、今年は客からの相談が少ないことも気掛かりである。
,,▲,乗用車販売店（経営者）,販売量の動き,・中小企業の倒産が増加している。コロナ禍でのゼロゼロ融資の返済が始まっているなか、返済できないくらい仕事が回っていないことが要因とみられる。今後も倒産が増加傾向で推移することを懸念している。
,,▲,スナック（経営者）,来客数の動き,・前月と比べて、客の動きがとても悪くなっている。
,,▲,観光型ホテル（経営者）,来客数の動き,・国内客、外国人客のいずれも予約状況が良くない。物価高や社会不安が影響しているとみられる。ゴールデンウィーク期間中も含めて、例年ほどの勢いがみられない。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・ゴールデンウィークが始まっているものの、月初めから予約数が伸び悩んでおり、想定をかなり下回った状態にある。
,,▲,旅行代理店（従業員）,来客数の動き,・冬の観光シーズンから春休みにかけての航空機利用は、観光や帰省などの需要にけん引され、好調に推移したが、観光の端境期となる４月に入ってから、人の動きが鈍くなっている。物価上昇の影響で旅行に対する消費マインドが低下しているとみられる。
,,▲,旅行代理店（従業員）,来客数の動き,・来客数が減少傾向にあり、旅行商品の単価上昇分だけでは売上を補えなくなっている。海外旅行の需要は増加しているものの、トータルでみると、景気は下向きとなっている。
