Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,旅行代理店（従業員）,・夏の観光繁忙期を迎えていることから、今後も国内客、外国人観光客の増加を期待できる。一方、国際線の運航において、サプライチェーンの人手不足などにより、航空燃料を確保できず、新規路線の就航やチャーター便の運航に支障が生じている事態が顕在化しているが、国を中心に対応策が検討されていることから、今後、状況が改善すると期待できる。
,,○,一般小売店［土産］（経営者）,・天候に恵まれたこと、大型客船の寄港が２回あったこと、周辺観光地を訪れている欧米客の来店が増えたこと、地元の主要イベントの日程が重なったことなどから、７月の景気はやや良かった。今後についても、アジアからの観光客の入込に期待できる。ただし、観光地以外ではシャッターが目立つようになるなど、今後に向けての懸念もある。
,,○,一般小売店［酒］（経営者）,・今年に入ってから売上に力強さが戻っており、今後もこうした流れは続くことになる。
,,○,スーパー（店長）,・現在の好調な動向が今後も続き、旅行需要や冬物衣料への積極的な支出につながると期待している。
,,○,衣料品専門店（エリア担当）,・この夏の人流はコロナ禍前に匹敵するほどだった。今後は、旅行需要なども一段落し、支出が衣料品に向かうことが期待できる。
,,○,自動車備品販売店（店長）,・報道がパリオリンピック中心となり、政治経済の話題が少なくなっている。物価高や円安などの言葉も余り出ていないことから、オリンピックで盛り上がっているイメージが消費にも影響するようになり、景気が上向くことになる。
,,○,住関連専門店（役員）,・以前と比べると、買い控えの雰囲気が和らいでいるため、これから消費が上向くことになる。
,,○,高級レストラン（スタッフ）,・年度末になると、今と客層が変わってくるが、様々な対策を行うことで落ち込みがないように推移すると期待している。
,,○,旅行代理店（従業員）,・電話やメールでの問合せ件数が、前月から好調に推移しているため、今後の景気はやや良くなる。
,,○,タクシー運転手,・夏を迎えて、道外客の入込が増えており、今後も好調に推移するとみられる。コロナ禍前の水準に回復するまでは、もう少し時間を要するとみられるが、今後、景気がやや良くなると期待している。
,,○,観光名所（従業員）,・外国人観光客の入込も、当施設の利用者も、これまでの勢いに陰りはみられない。また、アニメの聖地巡礼も秋までは続くとみられる。これらのことから、今後の景気はやや良くなる。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,・秋頃にツアーが増加するという情報があるため、今後の景気はやや良くなる。実際に予約数も伸びている。
,,□,商店街（代表者）,・物価高が続くなか、実質賃金が上昇して可処分所得が増えない限り、消費は上向かない。
,,□,商店街（代表者）,・不景気感が漂うなか、大きなイベントや大会なども予定されていないため、観光客の増加は期待できない。そのため、中心部に足を運ぶ客は、近隣住民以外はほとんどいないと考えられる。また、中心部のイベントとして行われている歩行者天国も終了している時期であることから、日曜の来街者も少なくなる。これらのことから、今後も景気は厳しいまま変わらない。
,,□,商店街（代表者）,・秋の観光シーズンまで北海道は好調なまま推移する。外国人観光客も、決して数が多いわけではないが、順調に推移している。ただし、ホテルの宿泊費が高く、繁忙期を過ぎても価格が低下せず、今後に向けて心配な面もある。
,,□,百貨店（売場主任）,・当面、現状のトレンドを左右するような大きな要因は見当たらないため、今後も景気は変わらない。
,,□,百貨店（販売促進担当）,・一時期に比べれば、円安が落ち着きつつあるものの、外国人観光客の入込に影響を及ぼすほどではないため、今後しばらくは外国人観光客の消費は拡大することになる。一方、国内客については、物価高の影響で購買意欲が低下しており、こうした状況はしばらく続くことになる。これらのことから、全体的な景気は今後も余り変わらないまま推移する。
,,□,スーパー（店長）,・秋口以降も大きな値上げが予定されているため、今後も現状と変わらないまま推移する。
,,□,スーパー（企画担当）,・円安による原材料価格の高騰は一段落するとみられるが、輸送費や人件費などのコスト転嫁が始まっていることから、仕入価格は依然として高止まりすると見込まれる。そのため、今後の景気は現状のままで推移する。
