Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,商店街（代表者）,・地元客が増え、固定客が多くなっていることから、今後についてはやや良くなる。
,,○,家電量販店（経営者）,・石油製品の値上げの影響で、電気暖房機器の動きが期待できる。また、年末需要のテレビ、ブルーレイの動きにも期待できる。
,,□,一般小売店［酒］（経営者）,・これから寒冷期を迎え、家庭においては灯油ストーブを使うシーズンとなるため、消費者の財布のひもが固くなる。厳しい状況は変わらない。
,,□,スーパー（企画担当）,・冬場を控えて燃料価格が一服したとはいえ、灯油の価格は前年の２倍近くとなっている。極力出費を抑えたいというのが消費者の実情とみられることから、今後についても変わらないまま推移する。
,,□,コンビニ（エリア担当）,・タスポの導入などで来客数と売上は前年を大きく上回っているものの、客１人当たりの平均購入額は前年を下回っており、依然として支出を切り詰める動きがみられるため、今後についても変わらないまま推移する。
,,□,コンビニ（エリア担当）,・前年との比較では売上が増加しているものの、水準自体は悪いままであること、ビールよりも発泡酒や雑酒の構成比が大きく増加しており、利益への寄与度が低いことなどから、今後についても変わらないまま推移する。
,,□,乗用車販売店（従業員）,・これから新型車が出てくるので期待したいが、ユーザーの購買意識が低いため、今後も変わらないまま推移する。
,,□,旅行代理店（従業員）,・先行受注状況からは、明るい兆しを感じられないため、今後についても変わらないまま推移する。
,,□,タクシー運転手,・これから北海道は灯油の需要期を迎えるが、生活必需品である灯油、ガソリンなどの価格が前年と比べるとまだまだ高いため、他の消費にお金が回らないとみられる。
,,□,その他レジャー施設（職員）,・冬を迎えて、屋外での運動が難しくなるため、利用客の絶対数は多少上向くが、季節的なものであり、全体としては変わらないまま推移する。
,,▲,商店街（代表者）,・金融不安、老後不安、食品不安など、今まで以上に不安材料が多岐にわたっている。先行きへの不安感は、より一層、客の生活防衛意識を強くする傾向にあるため、今後についてはやや悪くなる。
,,▲,商店街（代表者）,・来客数を前年並みと考えても、原油価格の高騰によるコスト高を販売価格に反映できない分、利益が減少することになる。
,,▲,百貨店（販売促進担当）,・消費者の節約志向は当分継続する。灯油代や電気料金などの暖房費が例年より増加することになるため、生活防衛により、消費に回される金額は先細りする。一方、家の中で過ごす時間が増えるため、食品やインテリア商材などの減少幅は小さなもので済む。
,,▲,スーパー（役員）,・食料品等の値上がりに伴い、客足が若干遠のいている。また、景気の先行きが不透明ななか、客の警戒感、政治に対しての不安感もあり、今後への明るい材料は感じ取れない。
,,▲,スーパー（役員）,・現状、来客数の増加で売上を維持しているが、３か月前と比べて１人当たりの買上点数が徐々に落ち込んできていることから、今後についてはやや悪くなる。
,,▲,コンビニ（エリア担当）,・消費者の低価格志向の流れが継続しているなか、冬を迎えるため、前年と同様に、灯油代を始めとした生活費を最小限にすることになる。そのため、今後については少しずつ景気が悪くなっていく。
,,▲,衣料品専門店（店長）,・北海道では燃料費の高騰が客の動向に大きな影響を与えている。３か月後は相当寒くなるので、景気はかなり悪くなる。
,,▲,衣料品専門店（店長）,・春から夏にかけては売上が好調に推移したが、最近は不調が続いている。客との話や最近の販売状況からも、今後の暖房費の出費を視野に入れた消費動向がうかがえ、今後については上向く材料が見付からない。
,,▲,家電量販店（地区統括部長）,・オリンピック商戦における薄型テレビの販売が、微増はしたものの予想をはるかに下回っていることから、歳末商戦においても、政府が思い切った経済対策を打たない限り期待は持てない。
,,▲,高級レストラン（スタッフ）,・当分は外食控えが解消されそうにない。道内の米や農産物が豊作で品質も良いことから、フェアなどを開催して売上につなげたいところだが、店側も人手不足や節約疲れなどのため、失敗することを恐れ行動を起こしにくくなっている。
