Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,商店街（代表者）,・これから暑くなる時期を迎えて、人の動きが盛んになる。また、祭りやイベントも増えるため、今後についてはやや良くなる。
,,○,百貨店（販売促進担当）,・全体の来客数は横ばいだが、客単価が上がってきており、購買力は確実に高まってきている。今後もこの傾向は続くとみられ、少しずつ景況感が好転する。
,,○,百貨店（販売促進担当）,・継続的な来客数の増加が今後も続くことで景気はやや良くなる。
,,○,乗用車販売店（従業員）,・８月に新型車が発売される。その車種は目玉商材で確実に売れることが見込めるため、９～11月にかけて販売台数のかなりの増加につながり、景気は上向きになる。
,,○,乗用車販売店（従業員）,・今年の夏季休暇は新作スマートフォン向けゲームを片手に温泉や観光地に出かける人が多くなりそうなため、景気が良くなる。
,,○,スナック（経営者）,・参議院選挙の結果を受けて、現政権の経済対策が少しずつ効果を上げてくることが期待できる。
,,○,タクシー運転手,・北海道新幹線の開業効果が引き続きみられることになる。ただし、観光客の入込は秋以降、特に冬期間は厳しくなる。
,,○,通信会社（社員）,・例年、秋口にはモデルチェンジが行われる機種が発売されるため、販売量などは一時的に伸張する。
,,○,住宅販売会社（経営者）,・大型補正予算の編成に伴い、建設業などに徐々に効果が出てくることが期待できる。
,,□,商店街（代表者）,・天候不順で農作物の出来が悪いという報道や中心商店街の百貨店の撤退など、暗い話題ばかりで明るい未来がみえない。
,,□,商店街（代表者）,・北海道の場合、夏場の景気について天候による影響が少ないこともあり、３か月後も景気に変化はなく、変わらない。
,,□,商店街（代表者）,・外国人観光客の消費動向が少し落ち着いてきた。客単価の低下はそのままだが、購買意欲は安定して推移している。また、国籍が多様化してきていることで、入込数も順調に伸びてきている。
,,□,一般小売店［酒］（経営者）,・７月は１年のなかでも一二を争う売上となる月であるが、今年はなかなか売上が伸びずに終わったため、あと２～３か月はこうした状況が続く。
,,□,百貨店（売場主任）,・少ない来客数のなかで、プラスワンなどのセット率向上策に伴う売上が多いなど、客の購入率が上がりきっていない。外国人観光客による売上の減少もまだ数か月は続く。
,,□,百貨店（担当者）,・客単価はわずかに前年を上回っているものの、効果的な来店向上策をいまだに模索している状況であり、今後も変わらない。
,,□,スーパー（店長）,・これからも景気が極端に悪くなることはないが、客が守りの姿勢であるため、売上の減少に歯止めがかからず、この低迷を打破するために無為無策というのが本当のところである。何をやっても焼け石に水で、景気回復の気運も期待感も希薄になってきている。
,,□,スーパー（店長）,・客は価格に対して敏感であり、そうした傾向は今後も変わらない。
,,□,スーパー（店長）,・政治や経済情勢、市場環境に大きな変化がみられないため、今後も変わらない。
,,□,スーパー（店長）,・良くも悪くも状況が全く変わらないため、今後も景気は変わらない。
,,□,スーパー（役員）,・前年のプレミアム付商品券の反動もあり、数値的には決して良くないが、７月の平均買上点数の微増傾向からみて、８月以降も景気は悪くならない。ただ、天候の影響で果物や魚類の相場が高く推移しそうなことは気がかりである。
,,□,スーパー（役員）,・前年のプレミアム付商品券による効果が今年はないため、これから厳しくなる。
,,□,コンビニ（エリア担当）,・消費税増税後の傾向として、保存型商材の飲料水や菓子などはドラッグストアなどのより価格の安い店舗でまとめ買いされる傾向がみられる。また、メーカーなどの出荷量も前年を下回っているとの話から、客の消費マインドは落ち込んだまま推移している。
,,□,コンビニ（エリア担当）,・８月からサンマ漁が全面的に行われる予定であるが、引き続き不漁の恐れがある。また、コンビニエンスストアだけでなくドラッグストアの新規出店の予定もあるため、今後の売上回復は見込めない。
,,□,コンビニ（エリア担当）,・変わる要素がないため、今後も景気は変わらない。
