Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,商店街（代表者）,・夏まつり以降の来街者は緩やかに減少するものの、食と農業に関するイベントが予定されている月であることに加えて、前年から秋口にかけて当地を訪れる観光客が微増傾向にあることから、該当月においては飲食、土産などが売上を伸ばすとともに、他の業種においても好影響が生じる。
,,○,商店街（代表者）,・夏から秋にかけて産品も多くなるため、消費活動が活発になることが見込まれる。
,,○,百貨店（販売促進担当）,・セールに投入する商材の強化を計画しており、セール以降の販売量の増加が期待できる。
,,○,スーパー（店長）,・天候に左右される面があるが、猛暑が予想されているため、季節商材の指標が例年よりも上向くことが期待できる。
,,○,コンビニ（エリア担当）,・８月まで予約が入っているホテルがあるなど、外国人などの観光客が増えているとの話があるため、今後については期待している。
,,○,家電量販店（経営者）,・リオデジャネイロオリンピックの効果でテレビなどのＡＶ機器の販売が伸びることが見込まれる。
,,○,乗用車販売店（従業員）,・近々、フルモデルチェンジの新型車が出てくることが予定されている。営業に力を入れている面もあるが、購入客がそれなりに見込めるため、盛り返すことが期待でき、今よりは良くなる。
,,○,観光型ホテル（スタッフ）,・団体旅行のマイナストレンドに対して、個人旅行が増加傾向にある。計画に対する人員、室数は減少するとみられるが、客単価の上昇により売上は確保できる。
,,○,旅行代理店（従業員）,・夏場の観光繁忙期を迎えて、航空便の座席供給量が増加してくるため、利用客も増えることになる。ただ、今年は７月に参議院選挙があることや、英国のＥＵ離脱問題の影響による景気の不透明感などにより、前年の利用客数を維持できるか懸念している。
,,○,旅行代理店（従業員）,・円高に転じることで、長らく低迷していた海外旅行の復調が見込まれる。まだ良くなると言い切れる状況にはないが、今後に期待したい。
,,○,旅行代理店（従業員）,・円高になり、夏の海外旅行の間際受注が増えることが期待できる。
,,○,タクシー運転手,・現時点で販売量が前年比横ばいの状況であり、そこにこれまでの宣伝の効果が表れてくることで、夏に向けて景気が良くなることが期待できる。
,,○,観光名所（従業員）,・北海道新幹線開業の効果により、東北、北関東からの国内客の入込が目立ち始めている。国内客は客単価も高くなることから、これまでの外国人観光客主体の構成よりも売上が増加することが期待できる。一方、国際線の定期路線が運休したことから、外国人観光客の入込は減少するとみられるが、全体としてはややプラスとなることが見込まれる。
,,○,美容室（経営者）,・例年どおりの状況であれば、業界的に繁忙期を迎えるため、やや良くなる。
,,□,商店街（代表者）,・世の中全体に変化が生じるとは思うが、ある程度時間がたたないと状況がみえてこない。
,,□,一般小売店［土産］（経営者）,・北海道にも、零細企業にも現政権の経済対策の効果が表れてくるだろうという期待の声が大きかったが、今回の英国のＥＵ離脱問題による零細企業への影響を心配する声が経済界から上がっている。経済界の集会も異常な雰囲気となっている。当社の６月の売上は前年から８％の減少であった。
,,□,一般小売店［酒］（経営者）,・季節的に売上が増えてくる時期であるため、６月よりも売上は良くなるが、そうした季節要因を除くと、基調は現在とあまり変わらない。
,,□,百貨店（売場主任）,・参議院選挙、英国のＥＵ離脱問題などの影響により、客の意識が買い控えに向かうことになる。特に世界経済にかかわるところでは、リーマンショックの際に高額商材の購入者を中心に客の様子見が続いたことから、影響が懸念される。
,,□,百貨店（担当者）,・改善の兆しがみられないため、今後も変わらない。
,,□,スーパー（店長）,・これまでどおり、特売の商品を中心にした買物が目立つため、今後も変わらない。
,,□,スーパー（役員）,・天候、気温が例年並みになってきているが、参議院選挙が７月10日となっているため、売上に影響が生じる。可処分所得の減少などの状況を踏まえると、今後は現状維持で推移する。
