Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,－,－
,,○,商店街（代表者）,・２～３か月後には高齢者のワクチン接種がほぼ終了する予定となっているため、来街者の増加が見込まれる。また、新規開店を予定している店舗もあるため、少しずつではあるが景気が好転することを期待している。
,,○,一般小売店［土産］（経営者）,・新型コロナウイルスのワクチン接種が問題解決につながると期待している。ただ、感染拡大が収まらないことの背景には、政府の要請を真面目に守ろうとしないことがあるとみられる。自由をはき違えている人が多いのではないか。
,,○,一般小売店［土産］（経営者）,・緊急事態宣言が６月20日まで延長される見込みとなり、それまでには新型コロナウイルスの感染者数がかなり抑えられてくるとみられる。また、これからワクチン接種も進むこと、東京オリンピックが予定されていることから、人の気持ちも少しずつ明るくなる。ただ、旅行需要という面では、観光客が回復してくるのはもう少し先になる。現在の緊急事態宣言下よりは良くなるとみられるが、依然として厳しい状況にあることは変わらない。
,,○,一般小売店［酒］（経営者）,・今後の売上は新型コロナウイルスの感染状況次第である。これからワクチン接種が軌道に乗ってくれば、それに伴って景気も回復することになる。
,,○,百貨店（売場主任）,・新型コロナウイルスのワクチン接種が進むことで、来客数の動きが回復すると期待している。
,,○,百貨店（営業販促担当）,・ワクチン接種が進むことで、今よりも雰囲気が良くなることを期待している。
,,○,スーパー（店長）,・ワクチン接種が始まったこと、東京オリンピックが開催される可能性が高いことから、今後の景気はやや良くなる。
,,○,スーパー（店長）,・新型コロナウイルスの感染状況がある程度落ち着けば、営業を再開できるようになり、これまでの自粛の反動も期待できる。ただし、こうした需要は長続きするものではないため、秋頃には前年並みの売上に落ち着くとみられる。
,,○,コンビニ（エリア担当）,・営業自粛などの要請が緩和されることになれば、景気は回復する。
,,○,家電量販店（経営者）,・エアコンなどの販売量の増加を期待している。
,,○,乗用車販売店（従業員）,・緊急事態宣言の延長がいつまでかにもよるが、緊急事態宣言が終了することで多少は景気が良くなる。
,,○,その他専門店［造花］（店長）,・今後、緊急事態宣言が解除されることで、購買意欲が向上することが見込まれる。
,,○,高級レストラン（経営者）,・２～３か月後には緊急事態宣言も終わり、ワクチン接種も進んでいることが期待できるため、人の往来が増えて、少しずつ景気が回復すると期待している。ただ、ワクチン接種が予定どおり進まず、東京オリンピック開催に伴って新型コロナウイルスの感染が広がることになれば、どん底まで景気が悪くなるのではないかと懸念している。
,,○,観光型ホテル（スタッフ）,・ワクチン接種が進むことによって、新型コロナウイルスの感染状況が少しは収束してくることで、景気が良くなると期待している。また、旅行が多くなるシーズンであることもプラスである。
,,○,旅行代理店（従業員）,・緊急事態宣言下の現状では先に向けた施策も打てないため、今後の需要動向は不透明であるが、今後、ワクチン接種が全国的に進むことで感染拡大が抑制され、経済活動が回復することを期待している。そうなれば夏季の観光需要も増加傾向となる。
,,○,旅行代理店（従業員）,・今よりは世の中全体の雰囲気が良くなることが期待できるため、今後の景気はやや良くなる。
,,○,通信会社（企画担当）,・東京オリンピック開催に伴う販売促進イベントを予定していることに加えて、ワクチン接種の進捗も期待できるため、現在よりは状況が改善する。
,,○,観光名所（従業員）,・新型コロナウイルスの第４波も恐らく一旦終息することになる。ワクチンも今よりは接種が進むとみられるため、それに伴って経済活動も復調すると期待している。
,,□,百貨店（販売促進担当）,・新型コロナウイルスの影響がいつまで続くかが不透明なため、先行きの状況を予測することができない。変わらないというよりは分からないというのが率直な意見である。
,,□,百貨店（役員）,・ワクチンなどの新型コロナウイルス対策について新しい動きは出てきているが、早々に景気が改善するものではないため、ここ数か月に限定すれば、景気は変わらない。
