Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,旅行代理店（従業員）,・経済対策により、客の心境が上向きである。ただ、二極化は変わらない状況である。
,,◎,旅行代理店（従業員）,・農業従事者の観光旅行受注時期に入るため、今後についてはやや良くなる。
,,○,商店街（代表者）,・参議院選挙が終わって自民党が大勝したことで、国民の期待感も上がっている。観光に関しては、来月、もしくは再来月ごろから景気が上がってくる。
,,○,商店街（代表者）,・夏の終わりには北海道でも景気回復を実感できるとみられるため、消費拡大への期待感がある。今年の北海道は、今のところ大きな気象災害もなく、このまま推移すれば秋の収穫も期待され、景気回復には援軍となる。
,,○,一般小売店［土産］（経営者）,・石油製品の値上がりで家計も企業も経費が先に増加しているが、何と言っても現政権の経済対策に対する強い期待感が消費を押し上げている。ただし、客との会話でもよく聞かれるが、今回の参議院選挙で自民党が勝ちすぎたことが心配されている。
,,○,百貨店（売場主任）,・シーズン先行での定価品の好調さに加えて、秋口から来春の消費税増税前の需要が起こることが期待される。
,,○,百貨店（販売促進担当）,・富裕層の顧客の高額品需要が旺盛となってきている。天候の中期予報も不安定要因がなく、衣料品の堅調な動きが期待される。
,,○,スーパー（店長）,・来客数は増加傾向にある。
,,○,スーパー（店長）,・徐々にだが、単価が上がってきているため、これからもっと良くなってくる。
,,○,コンビニ（エリア担当）,・現政権の政策が進むことを期待している。
,,○,コンビニ（エリア担当）,・少しずつ客単価と来客数が回復してきている。
,,○,衣料品専門店（店員）,・北海道では各地で夏のイベントが開催されており、客は消費税増税や電力料金の値上げ等を気にするよりも買物を楽しんでいる。
,,○,家電量販店（経営者）,・消費税増税、電気料金の値上げなどのニュースを背景に、大型冷蔵庫や省エネ家電品の販売が伸びてきている。今後も引き続き同様の動きが期待できる。
,,○,家電量販店（店員）,・お盆需要が期待できる。また、猛暑が続くことによる需要も期待できる。
,,○,家電量販店（地区統括部長）,・デジタル放送への完全移行後、２年間不振続きであったテレビの売行きが徐々に回復傾向にあり、年末に向けて４Ｋテレビ等の新アイテムの影響で販売が更に加速する。
,,○,乗用車販売店（営業担当）,・全国、全道の景気動向が上向きと報じられるなか、当地区も業種によって上向きの業種が出てきているため、波及効果を期待している。
,,○,高級レストラン（スタッフ）,・現在は一部の景気が良くなっているため、今後、もっと広範囲に景気が良くなれば、上昇につながる。
,,○,旅行代理店（従業員）,・海外旅行需要が国内旅行にシフトする傾向が９～10月まで継続するとみられるため、国内旅行需要のシェアが高い道東地区への旅行客が前年を上回るとみられる。
,,○,旅行代理店（従業員）,・10月を出発日とする旅行の受付状況が良い。
,,○,タクシー運転手,・少しずつ夜の人出が多くなっており、観光客も増えているため、今後、売上が良くなることを期待している。
,,○,通信会社（企画担当）,・自社のブランドイメージが回復しつつあるため、今後についてはやや良くなる。
,,○,観光名所（従業員）,・旅行マインドの高まりや海外の定期便の増加など、国内客、海外客ともにここ最近のプラス要因に変化がみられないため、今後も観光入込客がこのまま堅調に推移する。ただし、ＪＲの特急減便、減速運転などが、当地の観光にどの程度響いてくるのか見極めきれない部分も多く、若干の不安要素がある。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,・航空運賃の割引率が高くなることから、再度来客数が増加することになる。
,,○,住宅販売会社（経営者）,・国会のねじれ解消により、政局が安定することで、為替が安定し、株高に向かうとみられる。ただ、人手不足、物価高の影響が若干心配である。
,,□,商店街（代表者）,・街の商店や中小零細企業の従業員の給料が上がる状況にはなく、ボーナスを出せないところの方がまだ多い。
,,□,商店街（代表者）,・公共事業関連で、建設関係は受注が増えているが、それが消費に直結するかは疑問である。
