,,▲,コンビニ（店長）,それ以外,・最低賃金引上げによる人件費増加を、現在の利益では補い切れていない。販売価格の上昇により、売上は前年比98～101％、粗利も前年と同じくらいで推移しているが、コンビニ事業は本部に支払うロイヤリティが約50％あり、値上げしたことで増加した粗利の半分を本部に支払う必要がある。30万円ほど経費が増えるとして、値上げなどにより粗利が30万円増えたとしても、そこから15万円程度を本部に支払うため手元には15万円しか残らない。値上げ分の粗利を全て得ることができず、経費の高騰分を補い切れないため更に追加値上げをするといった、悪い循環になっている。,
,,▲,コンビニ（店長）,来客数の動き,・高単価商品の販売が低調である。通常品の増量品は好評で売行きも好調であるが、全体的な販売量に大きな変化はない。今が正に厳しいというほどではないものの、売上に下降圧力が掛かっており、年末にかけて客の動向を注視している。,
,,▲,コンビニ（店舗管理）,それ以外,・米価格の高騰が経営を大きく圧迫している。新米が出ればと期待していたが、むしろ数年前の約2.5倍に値上がりしている。,
,,▲,衣料品専門店（経営者）,お客様の様子,・残暑が続き、夏物の在庫が少ない上に秋物の定価品も動きが鈍く、数字につながらない。,
,,▲,都市型ホテル（役員）,来客数の動き,・ビジネス、レジャー共に国内個人予約の動きが弱く、前年の稼働率を下回っている。,
,,▲,競輪場（職員）,販売量の動き,・競輪事業の販売量が下がっている。今月に入り異常気象が緩和したことで、インターネット中継やオンライン投票によって楽しむ競輪事業のような娯楽から、他の娯楽にシフトした可能性が考えられる。,
,,▲,美容室（経営者）,来客数の動き,・猛暑と物価高の影響か、来客数が前年より３％ほど減っている。,
,,×,商店街（代表者）,それ以外,・食料品などある程度売上が見込める業種は値上げをしているようだが、そうでない業種は需要が減り、逆に値下げを余儀なくされている。業務用品の業者が商店街を回って、値下げ合戦を繰り広げている。値上げしたくてもできない状況である。,
,,×,スナック（経営者）,お客様の様子,・客の年齢層が高い当店では高温や雨などの天候に左右される部分もあるが、やはり物価高の影響が大きく、今月は赤字で状況はますます悪くなっている。会社経営者からも、景気が悪くなっているという話を耳にする。,
,,×,テーマパーク（役員）,来客数の動き,・大阪・関西万博や物価高の影響もあり、団体客、個人客共に来客数の動きが前年同月と比べて悪くなっている。,
"企業
動向
関連

     
(北陸)",,◎,－,－,－,
,,○,建設業（経営者）,それ以外,・先日、久しぶりに飲食店街に出掛けたが、居酒屋、スナックには多くの客が入りにぎわっていた。居酒屋では、満席で断られる客もいた。,
,,○,税理士（所長）,取引先の様子,・人手不足は続いているものの、業種を問わず全体的に受注状況が良い。顧問先の電気工事業者は、ＬＥＤへの置き換えや電気設備の交換需要があり、好調である。,
,,□,食料品製造業（経営企画）,受注量や販売量の動き,・能登半島地震で被災してから機能の復旧に半年強を要し、それから１年余りが経過したが、今なお震災前の売上水準を大きく下回る状態が続いている。一度失った商売は簡単には取り戻せない。,
,,□,繊維工業（総括）,受注量や販売量の動き,・繊維産業はサプライチェーンが長いため、米国の関税引上げの影響はまだ顕在化しておらず、スポーツやアウトドア向け製品は堅調な状況が続いている。,
