Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,お客様の様子,・インバウンド、特にニセコ方面を中心としたスキー客がとても増えている。大手航空会社が一部の国・地域からの国際線利用客に対して、追加代金なしで国内線に乗り継ぐことのできる施策を行っていることで、道外の空港を経由して北海道を訪れる客が増えている。特に直行便のない欧米からの入込客が増えている。
,,◎,百貨店（売場主任）,来客数の動き,・前年と比べて、天候に恵まれていることから、地元客の売上が前年を上回っている。中国を始めとした外国人観光客による購買も増えている。
,,◎,観光名所（従業員）,来客数の動き,・例年１月は閑散月であり、年間で最も利用客の少ない月となるが、今年は客足が全く衰えず、前年比で80％の増加となっている。これまでに最も利用客が多かった2020年３月と比べても、１月26日時点で20％も上回っている。この要因として、中国からの個人観光客、特に若年層が春節を前に押し寄せていることが挙げられる。
,,○,商店街（代表者）,来客数の動き,・今年は暖かい日が多く、雪も少ないため、例年より人出が多く、飲食店を中心ににぎわいがみられる。また、インバウンドによる特需もみられる。ただし、冬物商材の動きが非常に悪く、特に衣料品を扱っている店舗では苦戦を強いられている。
,,○,一般小売店［土産］（経営者）,販売量の動き,・１月の売上は、2024年度比で177.2％、2023年度比で235.4％、2022年度比で481.2％、2021年度比で1729.7％、2020年度比で239％となっている。
,,○,コンビニ（エリア担当）,それ以外,・売上が前年を上回っている店が多い。商品の値上げによる影響が大きいものの、値頃感のある商品の売り込みが客に浸透してきた効果もうかがえる。
,,○,衣料品専門店（店長）,来客数の動き,・コロナ禍以降、初売りでのスーツ需要は落ち込んでいたが、今年はコロナ禍前のようなにぎわいがみられ、忙しかった。物価高の影響もあって、通常期の販売量が大きく落ち込んでいたが、ここに来て数字が回復している。ただし、セール価格で客単価が低いこと、これまでの落ち込み分をカバーできるほどの販売量とはなっていないことなど、課題も残っている。
,,○,衣料品専門店（エリア担当）,来客数の動き,・気温が高めで推移していることから、本来だと、もう少し後で売れる商品を求める客が増えている。来客数も伸びている。
,,○,乗用車販売店（従業員）,販売量の動き,・販売面をみると、５拠点のうち２拠点で売上目標を達成している。客の来店が増え始めていることで、３月の決算期に向けて、全体的な景気は上向いている。ただし、顧客のニーズを捉えてターゲットを絞った販売をできているかどうかで、拠点間の格差がみられる。
,,○,乗用車販売店（従業員）,販売量の動き,・１月に入り、人気車種の受注が再開されたことで、受注量が目標を大きく上回った。全ての車種の受注制限がなくなれば、景気はますます良くなる。
,,○,住関連専門店（役員）,販売量の動き,・３か月前と比べると、売上の前年比が伸びている。日用品など、ふだん使いの商品の売上が伸びているほか、年末年始関連商材の動きも好調であった。来客数も増加傾向にある。
,,○,観光型ホテル（スタッフ）,単価の動き,・例年、この時期は閑散期であるが、インバウンドの勢いが衰えないことから、稼働率の高止まりが続いており、宿泊単価も高いままである。宴会も引き続き好調を維持している。
,,○,旅行代理店（従業員）,来客数の動き,・航空需要をみると、国内線も国際線も前年及びコロナ禍前を上回る水準で推移している。年末年始が最大９連休となったこと、天候が安定していたことから、国内線は観光や帰省で多くの人が移動したとみられる。国際線はウィンターシーズンに入りシンガポールやマレーシアからの直行便が再開したこと、中国からの直行便が増加したことで、１月の就航便数がコロナ禍前を上回っている。
,,○,タクシー運転手,販売量の動き,・このところ新規乗務員の採用に注力したことで、乗務員が前年と比べて40％ほど増えており、タクシーの稼働台数も前年と比べて40％ほど増えている。また、タクシー１台当たりの売上は、昼が前年並み、夜が前年比プラス10％程度となっている。このため、会社の売上は前年比でプラス60％程度の大幅な増収となった。
,,○,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを訪れる客の商談時間がやや短くなっており、マンション購入の判断が早くなっている。問合せも増加していることから、景気はやや良くなっている。
,,□,商店街（代表者）,来客数の動き,・平日の前半や日曜の来客数が減少しており、例年を下回っている。区域内の駐車場も空きのある状態が目立っており、バス停の乗降客数もまばらである。金曜や土曜の夜間の人出はコロナ禍前に近い水準まで回復しているものの、全体的には景気の悪い状態が継続している。物価高騰が続き、燃料価格も高止まりしていることから、客が生活必需品以外の買物を控える傾向が目立っている。
,,□,百貨店（販売促進担当）,お客様の様子,・インバウンドは増加傾向にあるものの、物価の上昇が続いていることから、地元客の消費行動は決して活発ではない。
,,□,スーパー（店長）,お客様の様子,・年始商戦におけるカニやすき焼きなどの季節商材について、例年よりも価格の安い商品から動き始めていることから、客が消費を抑えている様子がうかがえる。
,,□,スーパー（役員）,お客様の様子,・初売りの福袋が前年の1.2倍売れた。金はあっても、お買い得なときに買物をしようとする客の生活防衛意識の高さがうかがえる。
,,□,コンビニ（エリア担当）,お客様の様子,・売上は前年を上回っているが、インバウンドによる影響が大きい。国内客は横ばいで推移しており、売上がインバウンドの動きに左右されるようになっている。
,,□,衣料品専門店（経営者）,お客様の様子,・円安の影響で物価高がますます進んでいることから、客の節約志向が続いている。客は必要かつ質の良い商品だけを選んで買うようになっている。
,,□,自動車備品販売店（店長）,お客様の様子,・来店する客はそれなりにいるが、買物をする客が少なく、買上客数は前年を10％ほど下回っている。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・１月としては、例年にないほど、雪の降る日が少なかったことから、客足が落ち込まなかった。ただし、出費の増える年末の後ということもあって、金額の大きな買物は少なかった。
,,□,高級レストラン（スタッフ）,販売量の動き,・１月は前年並みの売上が見込まれる。例年よりも暖かい日が多く、雪も少ないことから、ランチは地元の高齢女性客の利用が多く、にぎわいがみられた。一方、夜は曜日によっては満席になるタイミングもあったが、全体的には活気がみられなかった。ただし、最近になって、予約のない外国人客が来店することもあって驚いている。先日、久しぶりに人気店を訪ねたところ、人手不足の影響で丁寧な接客ができなくなっているようであった。
,,□,高級レストラン（スタッフ）,販売量の動き,・様々な物価が上昇していることで、客が消費を抑えるようになっている。
,,□,スナック（経営者）,来客数の動き,・１月も景気の良くない状況は変わっていない。
,,□,観光型ホテル（経営者）,来客数の動き,・当初の予約状況から１月の売上は計画を下回ると見込んでいたが、アジアからの団体客と欧米からの個人客が直前になって増えたことで、計画を上回る見込みとなっている。
,,□,旅行代理店（従業員）,販売量の動き,・2025年に入っても景気の悪い状況が継続している。物価、人件費、燃料費などの高騰で法人の旅行控えが続いており、３月までは前年比60％ほどの状況で推移している。
,,□,タクシー運転手,来客数の動き,・週末の来客数は微増しているものの、それ以外の日の来客数が少ないことから、景気はほとんど変わっていない。
,,□,タクシー運転手,販売量の動き,・利用客数が減少しているものの、ウィンタースポーツを目的とした観光客の需要が活発になっており、需要を下支えしている。
,,□,通信会社（企画担当）,来客数の動き,・専門店、家電量販店、大型店などにおける出張販売の来客数がほぼ見込みどおりであり、販売量も想定の範囲内であった。
,,□,美容室（経営者）,お客様の様子,・客の来店頻度や会話の内容から、景気は以前とほとんど変わっていない。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・天候要因もあって、輸送量に大きな変化のみられない状況が続いている。
,,▲,商店街（代表者）,単価の動き,・商品の価格上昇が続くなか、中間価格帯の商品の販売量が落ち込んでいる。価格の安い商品と高い商品の２極化がますます進んでいる。
,,▲,商店街（代表者）,お客様の様子,・客から、物価が上がっていて生活が苦しいという話を聞く機会が増えている。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・売上は12月に大きく落ち込んだが、１月に入り徐々に回復している。ただし、まだ力強さに欠けている。
,,▲,スーパー（店長）,販売量の動き,・価格の高騰が止まらない。
,,▲,スーパー（企画担当）,来客数の動き,・年末消費の反動もあって、来客数が伸びてこない。競合店が前年よりも増えていることもマイナスである。
