Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,観光名所（従業員）,・次年度、当地に寄港予定のクルーズ客船が過去最多となると発表されたことから、年度明けからのにぎわいが期待できる。
,,◎,その他サービスの動向を把握できる者［フェリー］（従業員）,・現在の予約状況から、前年を上回る輸送量が期待できる。
,,○,商店街（代表者）,・今後については、観光客や地域住民の来街が増加してくる時期となるため、土産、宿泊、交通、遊興施設などが売上を伸ばすことになる。
,,○,一般小売店［土産］（経営者）,・今年は３月に入っても雪の日が多かったものの、売上が好調だったことから、今後の景気はやや良くなる。
,,○,家電量販店（経営者）,・物価高の影響で売上が減少傾向にあるものの、エアコンの早期予約が堅調に推移していることから、今後については、若干の売上増加が期待できる。
,,○,旅行代理店（従業員）,・近隣の宿泊客が増加傾向にあることから、今後の景気はやや良くなる。道内客の宿泊需要が増加する兆しがみられることもプラスである。
,,□,一般小売店［酒］（経営者）,・４月にビールの値上げが予定されていることで、３月は駆け込み需要がみられたが、様々な商品、サービスの価格が依然として高騰していることから、今後の需要が上向くとは考えにくい。
,,□,百貨店（販売促進担当）,・今後数か月は大きなイベントなどもないことから、当地への観光需要が今以上に上向くとは考えにくい。インバウンドや道外からの観光客が大きく増加するとは見込めないこと、道内客による消費が拡大するとは考えにくいことから、今後も景気は変わらない。
,,□,スーパー（店長）,・増税や負担増に関するニュースが相次いでいることから、景気が回復するような気配は希薄である。インバウンドの消費も、一部のブランド品を除けば、観光や体験に向かっていることから、今後も景気は変わらない。
,,□,スーパー（企画担当）,・夏頃までは物価の上昇が続くことが懸念されるが、賃金の引上げにより、影響が緩和されることになる。そのため、今後も現状の購買行動が続くことになる。
,,□,コンビニ（エリア担当）,・日常の食事は削るにしても限界がある。そのため、牛乳、卵、パンなどの食品の販売量は維持できるとみられることから、今後も景気は変わらない。
,,□,コンビニ（エリア担当）,・賃金が上昇しても、物価がそれ以上に上がるとみられるため、客の可処分所得が増えることにはならない。価格を確認して購入する客が多く、衝動買いも少ないことから、今後も景気は変わらない。
,,□,コンビニ（店長）,・物価高の影響で売上は前年を上回っているが、買上点数が落ち込んでいることから、今後も景気は変わらない。
,,□,衣料品専門店（経営者）,・客の節約志向が強まっているため、今後も価格転嫁を思うようにできない状況が続くことになる。人件費の増加などにより、利益が圧迫されている状況も続くことになる。
,,□,衣料品専門店（エリア担当）,・食品や光熱費への支出増が収まらない限り、客が低単価商品を求める傾向は続くことになる。今後、気温の上昇に伴って、商品の動きがどれだけ上向いてくるか予想できない状況にある。
,,□,乗用車販売店（経営者）,・来年度の商品計画から、現在と同様の販売状況が安定的に継続することが見込まれる。
,,□,乗用車販売店（従業員）,・車の供給状況は多少改善しているが、登録台数は前年とほとんど変わっておらず、売上は低調に推移している。変化が余りみられない状況にあることから、今後も景気は変わらない。
,,□,乗用車販売店（従業員）,・新車が毎年のように値上げを続けていることから、客が買換えを控えている状況がうかがえる。一方、サービス収益が僅かに増加していることから、今後も景気は変わらない。
,,□,高級レストラン（スタッフ）,・季節要因を除けば例年と変わらない状況で推移することが見込まれる。混雑するランチ時は人手が不足しているが、外国人観光客の増加がいつまで続くか分からないため、安易にスタッフを増やせない状況にある。料理の単純化などで対処していきたい。
,,□,観光型ホテル（経営者）,・６月までのインバウンドの集客状況が余り良くない。一部の国では、日本での大地震を警戒する動きがみられ、特に香港などからの観光客が減少している。物価高の影響で経費負担が増え、収益が悪化していることもマイナスである。
,,□,観光型ホテル（スタッフ）,・来客数が引き続き堅調に推移することが見込まれる。
