Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,その他サービスの動向を把握できる者［フェリー］（従業員）,・例年と同様に、気温の上昇とともに観光客が大幅に増加する。
,,○,スーパー（店長）,・給与が確実に増えている。また、65歳以上の高齢者においては、従来の健康志向一辺倒ではなく、趣味や娯楽に対しての消費が確実に増えている。貯蓄だけの幸福ではなく、人生をいかに生きるかという価値観の変化がみられる。
,,○,衣料品専門店（店長）,・客との話から、若干良くなる。
,,○,観光型ホテル（スタッフ）,・一般団体の宿泊予約が比較的好調である。また、自動車業界のインセンティブ、薬品業界の研究会が堅調である。
,,○,旅行代理店（従業員）,・５月以降は元々回復傾向にあったビジネス客の動きが活発になる。４連休となるゴールデンウィークの観光需要にも期待できる。
,,○,観光名所（従業員）,・当社にとって好調な入込をけん引しているのは外国人観光客であり、特に台湾からの観光客の勢いには衰えが感じられない。また、タイやシンガポール、マレーシアなどからの観光客も増加し続けている。
,,□,商店街（代表者）,・全体的に４月の落ち込みはあるとみているが、特に衣料品に関しては３月の駆け込み需要の影響も特にみられなかったため、２～３か月先には、今と変わらない動きとなる。
,,□,商店街（代表者）,・北海道全体としては売上が１～２％上がってきているとの話も聞くが、当地では売上が10～20％も減少する動きがみられるような状況であるため、今後も変わらない。
,,□,一般小売店［酒］（経営者）,・ここ２～３か月の売上をみると、全く変化のない状況が続いている。現政権の経済対策の効果等は当地にまだ波及していないというのが実感である。そのため、２～３か月先も同じような状況で推移する。
,,□,コンビニ（エリア担当）,・過去の増税時よりも買いだめ傾向が弱いことから、今後の反動も少なく、４月以降も大きな減少はみられない。しかし、増加に転じるような要素はなく、景気回復には至らない。
,,□,衣料品専門店（経営者）,・消費税増税後、全ての物価は上がることになるため、特に高齢者は生活が大変になる。全体的に消費者の節約志向が進み、良いものが安くなった時にだけ、財布のひもが緩む傾向となる。ただ、価格が下がるような商品も見当たらない。
,,□,乗用車販売店（従業員）,・消費税増税前の積極的な購買力は期待できず、今後については厳しくなる。
,,□,旅行代理店（従業員）,・一定の需要喚起が終わることになるため、個人所得と連動して需要が伸びるまでは時間がかかる。自動車など、国内主力商品の強さに期待しているところであり、今後、景気が上向くようであれば期待は大きい。
,,□,旅行代理店（従業員）,・消費税が上がることで、客が旅行に割くお金を確保できると感じるか不透明な部分がある。
,,□,タクシー運転手,・消費税増税前の利用増を見込んでいたが、それほど変化がみられなかった。その一方で、２～３か月先の予約状況は前年並みの件数となっている。
,,□,観光名所（職員）,・現政権の経済対策が道内の景気、特に中小企業に浸透するにはまだ時間かかる。
,,□,美容室（経営者）,・客との会話から、４月には一時的に売上が落ち込むが、２～３か月後には回復してくることになる。
,,▲,商店街（代表者）,・消費税増税後は増税前の反動が懸念される。
,,▲,商店街（代表者）,・ライフラインの固定費の値上げを始めとして、全ての値上げは年金生活者である高齢者に大きな影響を与えることになる。防御策としては、節約あるのみとの意見が多く、デフレ期の消費行動を維持することになる。商店街を維持していくことも厳しい。
,,▲,商店街（代表者）,・消費税増税後であり、景気回復の実感と外国人観光客の動きにもよるが、大きなイベント等もないため、３月と比較して、売上の増加は見込めない。また、高齢者等が得るお金は増えないため、客からは節約するしかないとの落ち込んだ話を聞く。
,,▲,商店街（代表者）,・心配なのは４月からであり、一般零細小売店としては対策が打てない状況であるため、２～３か月は厳しい状況となる。これらは気持ちの問題から来るものが多く、商店主としては元気に対応することが求められる。
,,▲,一般小売店［土産］（役員）,・消費税増税の反動が夏まで続くことになる。今月の売上、来場者数は、今後３か月の需要を先食いしているものだとみている。
