Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,－,－
,,○,商店街（代表者）,・消費税増税後であるため、ゴールデンウィーク期間中は旅行等で各所に出かけることが控え目になるが、その後は天候にも左右されるが、ゴールデンウィーク中に使わなかったお金を消費に回すことになり、来街者が増加する。また、消費税増税の影響もわずかながらに薄らいでくるため、地元客による購買は例年以上となる。
,,○,百貨店（売場主任）,・消費税増税前には若干の駆け込み需要がある。
,,○,コンビニ（エリア担当）,・一時的ではあるが、消費税増税前の特需が徐々に見込める。
,,○,家電量販店（店員）,・３月末までは駆け込み需要が期待できる。
,,○,旅行代理店（従業員）,・今まで我慢していた客の購買意欲が増してきているため、今後についてはやや良くなる。
,,○,旅行代理店（従業員）,・４月以降の旅行への問い合わせ件数が減っていないため、今後についてはやや良くなる。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,・厳冬期も終わり、徐々にではあるが観光客が増加することになる。
,,○,住宅販売会社（経営者）,・消費税増税にともなう駆け込み需要は３月まで続くが、４月以降は大幅に落ち込む。
,,□,一般小売店［土産］（経営者）,・残念ながら、当地には現政権の経済対策の効果はまだ表れていない。客との会話でも、燃料価格等の値上がりで景気が悪くなるのではないかという声が多い。
,,□,一般小売店［酒］（経営者）,・今月の売上も前年に比べて微減であり、ずっとこういう状況が続いている。底を這っていて、なかなか浮上のきっかけが見えてこない状況であり、当分、同じような状況が続く。
,,□,百貨店（売場主任）,・先買い的な購入もみられるが、今後、大きな変化が出てくることは想定できない。物産展催事などの動きをみても、趣味や余暇に対する客の意欲が強く感じられるため、マイナス要素はない。
,,□,スーパー（店長）,・消費税増税前の３月はかなりの売上が見込まれるが、４月以降については影響が不透明であり、分からない。
,,□,スーパー（企画担当）,・政府の政策が前のめりで、政策効果が片寄ることが懸念される。政策が空振りすることになれば、失われた20年以上のダメージとなる。
,,□,スーパー（企画担当）,・足元で消費税増税前の駆け込み需要が発生しているが、４月以降の消費の反動減がどの程度になるか見当がつかない。そのため、今後の消費動向についても見込みが立てにくい状況にある。
,,□,スーパー（役員）,・３月はある程度の駆け込み需要があるが、４月は反動期となり、落ち込むことになる。ただ、食料品については大きな変動はないとみており、上期平均ではやや良くなる。
,,□,家電量販店（経営者）,・消費税増税前の駆け込み需要もさほど多くないため、消費税増税後の反動もさほどない。
,,□,スナック（経営者）,・景気が良くなる要因が見当たらない。
,,□,観光型ホテル（スタッフ）,・中国本土からの仮予約が活況を呈しているが、先行きについては不透明である。また、需要を喚起するようなイベント、学会なども予定されていない。
,,□,旅行代理店（従業員）,・４月の消費税増税により、観光客の消費動向に影響が出てくるが、ビジネス客の動きは引き続き好調に推移する。
,,□,旅行代理店（従業員）,・季節が春に向かい、客の気分が解放的になるが、その反面、消費税増税があるため、差引きゼロとなる。
,,□,タクシー運転手,・消費税増税前の利用増を見込んでいるものの、予約状況などに変化がみられないため、今後についても変わらない。
,,□,通信会社（企画担当）,・雪解けにともない客足が戻ることになる。また、新卒生を対象とした商戦が激化するものの、客に勧めるような新しい通信機器の発売が直近にはないため、今の動向が当面続く。
,,□,観光名所（従業員）,・大きなプラス要因となっている、外国人観光客の入込については引き続き好調に推移するが、国内観光客については、消費税増税後のタイミングとなることから、旅行、観光を手控えることになり、プラスマイナスが相殺して現状のままで推移する。
,,□,観光名所（職員）,・消費税増税や電気料金の値上げ等、消費者目線での懸念事項が多い。また、それらに対する国、自治体の具体的な対策が見えてこない。
,,□,美容室（経営者）,・当面は消費税増税の影響で出費を控えるような話が多く、美容関係もしばらくは売上が厳しくなる。特に高齢者はその傾向が強くなる。
