II．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,－,－
,,○,一般小売店［土産］（経営者）,・国内景気自体は今後のボーナスの動向によって変わってくるが、依然として日本や北海道を訪れる外国人が増加すると見込まれるため、外国人観光客の購買意欲が売上を下支えする。
,,○,一般小売店［酒］（経営者）,・10月後半は売上が非常に落ち込んだが、結果的に月全体では前年比107％ほどとなった。あまり良い動向ではないが、月を通しての売上についてはそこそこ満足できる結果であったことから、３か月後も同様の状態で推移する。
,,○,百貨店（担当者）,・前年は、公共料金の値上げが影響したことで売上が落ち込んだため、その反動による増加が見込まれる。
,,○,スーパー（役員）,・北海道新幹線の開業に向けて、様々なイベントなどの予定があり、人の動きや消費が活発になる。
,,○,衣料品専門店（店長）,・前年の買い控えの反動が今年の購買につながっているケースが多い。全体的に情勢をみると、悪いニュースが多いものの、景気の底打ち感が感じられるため、今後についてはやや良くなる。
,,○,観光型ホテル（スタッフ）,・需要を喚起するコンサート、スポーツイベントの開催により、効率よく予約を獲得できているため、今後についてはやや良くなる。
,,○,旅行代理店（従業員）,・地元客の旅行需要について、当地は下期が中心となるため、今よりも若干上向き傾向で推移する。
,,○,タクシー運転手,・これから当地は雪のシーズンを迎え、タクシーの利用が増えてくることになる。前月も昼夜にかかわらずタクシー利用が増えているため、これから年末に向けて前年よりも利用客が増えてくる。
,,○,タクシー運転手,・これから寒くなり、年末年始に向かうため、タクシー需要は増えることが見込まれ、２～３か月先はやや良くなる。
,,○,観光名所（従業員）,・今期の外国人観光客の入込が好調であり、今後に向けても特に不安要素は聞こえてこない。当地は２～３か月後にはウインターシーズンを迎えることになるが、冬期は外国人観光客にとっては人気のオンシーズンにもなっているため、このままいけば絶好調の年度となる。
,,○,美容室（経営者）,・今年は灯油価格がかなり安くなっているため、客に少しゆとり感が出てきている。それに伴って美容関連商材の販売も増加していることから、今後についてはやや良くなる。
,,□,商店街（代表者）,・全体的に上下の格差がますます広がってきている。
,,□,商店街（代表者）,・各種プレミアム付商品券などの効果で客の様子はかなり変わってきている。お土産を空港よりも街のお土産屋で買おうという客が多くなってきている。ただ、北海道物産展を全国各地で乱発していることにより、北海道の商材に対する飽きもみられているのが実情であるため、全体としては変わらない。
,,□,商店街（代表者）,・当地のプレミアム付商品券の使用動向がスローペースであるため、年末にかけての消費拡大が期待できる。一方、外国人観光客が順調に推移するなど、北海道の冬観光への期待もあるが、中国の景気次第の面があり、過去の経験から不安がある。
,,□,百貨店（売場主任）,・長期予報によると、例年と変わらない天候が見込まれることから、今後、コート、ダウンコート、防寒靴などの防寒商材の動きが活発になる。ただ、お歳暮商戦については、お中元商戦と同様に非常に厳しい状況が見込まれる。
,,□,百貨店（売場主任）,・季節商材については売上の増加といった強みが出てきているが、商材全体でみると、一部の購入上位の顧客層の買回りがみられるものの、市場全体での好調さまでは感じられない。
,,□,百貨店（販売促進担当）,・今後については、前年好調であった外国人観光客による売上の減少が見込まれるものの、その分を地元客による冬物の売上でカバーすることで、全体としては前年並みの売上となる。
,,□,百貨店（販売促進担当）,・天候要因は読みきれないものの、今後も来客数の減少傾向に歯止めがかからないとみられるため、来客数の回復による売上拡大は見込めない。客単価は上昇しているものの、食品から衣料品への買回り客が減少しているため、楽観視できない状況にある。
,,□,スーパー（店長）,・灯油やガソリンの価格が安くなっているが、食品などの値上がりで相殺されている。また、生活の先行きに対する不安があるため、これから年末を控えて、ますます買い控えの傾向が強まる。
