Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,商店街（代表者）,・天候不順が続いているため、客の気持ちが重く、外出を控えている様子がうかがえるが、夏に向けて今まで抑えていた気持ちが徐々に晴れてくることになる。
,,○,商店街（代表者）,・商店街最大のイベントの集客効果に加えて、高速道路無料化実験により道央からの客が立ち寄り拠点として当市を利用することになり、販売量の増加が見込まれる。また、ホテルなどのサービス業でも売上の増加が見込まれる。
,,○,一般小売店［土産］（経営者）,・当店は昆布小売専門店だが、昆布のようなどうしても必要というものではない商品でも売上が２～３％伸びてきている。特に美容と健康に良い商品が売れ出していることから、今後についてはやや良くなる。
,,○,百貨店（販売促進担当）,・グループ全店でみても、前年並み又は微増まで売上が回復傾向にある。ただし、直近の株価低下による影響が懸念される。
,,○,家電量販店（経営者）,・夏商戦のテレビ需要が旺盛になることが見込まれる。
,,○,観光型ホテル（経営者）,・首都圏や関西圏のシティホテルでは、ビジネス利用が高まってきていることから、今後について期待できる。ただ、個人消費につながるかは不透明である。また、当地では、会議等の団体利用、いわゆるリゾートＭＩＣＥが少し戻ってきている。
,,○,観光型ホテル（スタッフ）,・寒さからも抜け出して、ようやく観光気分が出てきた模様であり、宿泊予約が回復基調にあることから、今後についてはやや良くなる。
,,○,タクシー運転手,・前年と比較すると、若干ではあるが売上が伸びている。これから観光シーズンになり、天候に恵まれることになれば、今よりも景気が良くなる。
,,○,通信会社（企画担当）,・データ通信事業の販売が好調であり、夏商戦キャンペーンが更に販売を押し上げることになる。
,,○,パチンコ店（役員）,・様々な要因が考えられるが、現在の経済環境下での消費に対する考え方が落ち着いてきたことから、過去３か月を底と仮定すると、今後についてはやや良くなる。
,,□,商店街（代表者）,・景気が落ち着きを取り戻したと言われているが、雇用環境や所得が改善されたとは思えないことから、今後も踊り場状態が続く。
,,□,商店街（代表者）,・夏の気温がどこまで上がるかにもよるが、夏のセールが前倒しで６月から始まるなかで、夏物が７～８月のどこまで消費を引っ張ることができるかに不安がある。
,,□,商店街（代表者）,・政府がもめている状況において、消費者としては景気が良くなるのか、悪くなるのか、分からない状態にあるため、今後についても様子見の状況が続く。
,,□,一般小売店［酒］（経営者）,・前月は下げ止まった感があったが、今月はまた前年を下回っている状況にあり、一進一退の状況が続いている。そのため、今後しばらくは現在の状態が続く。
,,□,百貨店（売場主任）,・５月に入り、前年比96％前後で売上が推移している。食品が好調なものの、衣料品を始めとした他分野は苦戦していることから、今後についても変わらない。
,,□,百貨店（販売促進担当）,・ギリシャ財政危機以来、株価が低迷しており、回復基調にあった景気に水を差す形になっているため、今後２～３か月は一時足踏み状態となる。
,,□,百貨店（役員）,・顧客の価格志向が継続していることから、今後についても変わらない。
,,□,スーパー（店長）,・競合店の閉店から１年が経過するため、今後の売上の推移は不透明な状況にある。
,,□,スーパー（店長）,・売場では、今までのような低価格一辺倒から、少し良い物へという動きが増えているが、景気の回復にはまだ時間が必要とみられる。子ども手当も消費に出回る割合は低いことが見込まれるため、今後についても変わらない。
,,□,スーパー（企画担当）,・子ども手当や高校授業料の無償化など、政府による施策の効果がじわりと出てきそうだが、参議院選挙の結果次第で、再び政局が不安定になる可能性もあることから、将来への安心を確保しようとするため、消費に弾みが付かない。
,,□,スーパー（役員）,・既存店全体での売上は、引き続き前年比103％前後で推移しており、やや上のランクの商品の動きも良くなってきているが、冷夏予想により、前年と同様に農家の減収が心配されるため、先行き不安から現状維持が続く。
