Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,観光型ホテル（経営者）,・東北新幹線の新青森駅の開業に伴い、今後、函館への入込が増えることになる。
,,○,住宅販売会社（経営者）,・金利低下と土地価格の低下を受けて、今後についてはやや良くなる。
,,□,商店街（代表者）,・依然とデフレが続いており、良くなる要素が見つからない。コンビニでも今まで498円で売っていた360ｇのコーヒーが、いつの間にか398円になっていた。
,,□,商店街（代表者）,・底を打った状態にある商店街では、消費を刺激するような要因が発生しない限り、状況に変化は生じない。
,,□,商店街（代表者）,・バーゲンの売上はある程度見込めるが、例年そうであるように、長続きは見込めず、価格がどんどん崩れていく傾向にあるため、今後についても変わらない。
,,□,商店街（代表者）,・12月はボーナスの効果で来客数も増えるが、１～２月は今月のように元に戻る。
,,□,商店街（代表者）,・前年と同様に年始における来街者は減少する。家族などで神社参拝した後、商店街に立ち寄らず、自宅にまっすぐ帰宅してしまう客が多い。また、１月下旬のイベントについても、前々年から、近隣町村の客が中心部を訪れることが減少している傾向にあり、現在の悪い状態は来年１～２月においても継続する。
,,□,一般小売店［酒］（経営者）,・今月の売上は久々に前年を上回ったが、特殊要因として、得意先の新規オープンが相当数あり、新規オープンする店に商品が入るだけでなく、お祝いの商品もかなり動いたことで売上を押し上げたものである。こうした特殊要因を除いた既存の取引先の売上は概ね５～10％下回っているのが現状であり、こうした基調はまだ当分続く。
,,□,百貨店（販売促進担当）,・ボーナスが前年を下回る見込みのため、消費者の購買意欲の更なる低下が見込まれる。
,,□,百貨店（販売促進担当）,・景況が好転するような要素は特に見当たらない。しかし、特別悪化するような事象もないため、このまま変化のあまりない状況が続く。
,,□,スーパー（店長）,・前々月からの動きはほぼ横ばいで、大きな変化のない状態が続いている。商品単価については若干上向き傾向にあるが、来客数も、販売量も大きな流れで横ばいという沈滞ムードにあり、足踏みが続いていることから、今後も変わらない。
,,□,スーパー（企画担当）,・政治に期待ほどの成果がなく、むしろひ弱な感じさえあることから、将来に対する不安は払しょくされず、今後も変わらないまま推移する。
,,□,スーパー（企画担当）,・野菜の価格高騰による青果の販売好調や、ボジョレーヌーヴォーも低価格ペットボトルがけん引して販売量が好調という材料もあるが、全体としては、相変わらず来客数、客単価がさえない動きとなっており、先行きの不透明感は払しょくされていない。
,,□,スーパー（役員）,・冬のボーナスが前年よりマイナスとなる企業が多いため、年末年始の消費が伸びるとは考えにくい。
,,□,コンビニ（エリア担当）,・来客数は回復傾向にあるが、客単価の戻りが遅い。家電エコポイント制度等の影響で家電等の買回り品の動きは良くなっているようだが、その分、最寄り品が節約傾向にある。冬のボーナスが好調であれば良いが、前年並みであれば、年末年始の客単価の伸び悩みは避けられない。
,,□,コンビニ（エリア担当）,・年末商品の単価が低下していることや予約商品の数量が苦戦していることから、今後については厳しいまま変わらない。
,,□,衣料品専門店（店長）,・客との会話から、今後についてはなかなか良くならないのではないかとみている。
,,□,乗用車販売店（従業員）,・周辺の状況等に景気が好転する要素が見当たらない｡
,,□,乗用車販売店（従業員）,・低価格帯の商品が不調である。エコカー補助金の終了で客が休息期に入っており、今後も厳しいまま変わらない。
,,□,乗用車販売店（営業担当）,・エコカー補助金で需要を先食いした影響がしばらく続くため、今後も厳しいまま変わらない。
,,□,高級レストラン（スタッフ）,・年末のクリスマスやお正月を控え、今年は家で過ごす傾向が強いと予想されているため、ケーキやおせち料理などの販売は期待できるが、レストラン利用が減少する恐れがある。
