,,×,美容室（経営者）,来客数の動き,・寒いため客足が悪くなっている。
"企業
動向
関連

(東北)",,◎,－,－,－
,,○,輸送用機械器具製造業（経営者）,取引先の様子,・客先からの案件の引き合い、確定受注が増えており、２～３か月前より良くなっている。
,,○,広告代理店（経営者）,取引先の様子,・人材不足から、企業広告のニーズが高まっている。既存顧客でも、予算を増額してプロモーションを強化する動きがある。
,,□,農林水産業（従業者）,受注価格や販売価格の動き,・前年産の新米が流通し始めれば、米の価格は下落するとみていたが、若干の値下がりにとどまり、依然として高値水準にある。
,,□,農林水産業（従業者）,受注量や販売量の動き,・青果物の流通量が少ない時期である。
,,□,食料品製造業（経営者）,受注量や販売量の動き,・初売りは前年並みの動きであったが、その後は急激に落ち込み、３連休でやや持ち直したものの、トータルでみると前年には程遠い。
,,□,食料品製造業（営業担当）,受注量や販売量の動き,・販売量の前年割れが常態化しており、景気の悪い状態が続いている。
,,□,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・イベントや大型観光キャンペーン、衆議院選挙といったビッグプロジェクトによる需要や盛り上がりがみられる。しかし、東日本大震災前や新型コロナウイルス感染症発生前までの盛り上がりには達せず、基軸の事業も今一つである。
,,□,電気機械器具製造業（総務担当）,受注量や販売量の動き,・受注件数が停滞気味である。
,,□,建設業（従業員）,受注量や販売量の動き,・人手不足で受注量を増やせないため、変わらない。
,,□,建設業（従業員）,受注量や販売量の動き,・この先数年分の受注を確保しており、景気が良い状況は変わっていない。
,,□,通信業（営業担当）,取引先の様子,・顧客からの値下げ要請が厳しい。
,,□,通信業（営業担当）,受注価格や販売価格の動き,・値上がりの傾向は変わらない。
,,□,金融業（広報担当）,取引先の様子,・ホテル業での宿泊や宴会キャンセル、ふ頭被災による物流停滞など特定の取引先では引き続き前月の地震の影響がみられる。しかし、地域全体の景気動向はこれまでと変わらないという印象を受ける。
,,□,広告業協会（役員）,受注量や販売量の動き,・物価高に対する経済対策の効果が実感できていない状況では、消費の拡大は難しい。広告市場は３か月前と同様、前年比をやや下回っている状態である。
,,□,経営コンサルタント,それ以外,・中心商店街や大型店での初売りは近年にないほど盛況で、開店前から長い行列ができ、売行きも食料品中心に好調であった。
