Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,家電量販店（地区統括部長）,・アナログ放送の終了にともなう特需の反動は、今月がピークであるため、今後は徐々に上向きに推移する。
,,○,自動車備品販売店（店長）,・新車販売が伸びているなかで、純正スタッドレスタイヤの販売が伸びていないため、今後の量販店での購入が見込まれる。
,,○,高級レストラン（スタッフ）,・現在の予約状況が良好なため、これから夏休みに入っても、同様に宿泊客の増える傾向が続く。
,,○,観光型ホテル（スタッフ）,・前年に東日本大震災の影響で控えていた大会やツアーの催行、中国本土からのチャーター便の増加がプラスに作用する。
,,○,旅行代理店（従業員）,・９月までは東京便の航空機の大型化による供給座席数の増加により、インバウンド、アウトバウンドともに旅客数の増加が見込まれる。
,,○,タクシー運転手,・夏休みに入り観光客などの入込に期待したい。暑い日が続くと、タクシーに乗ってもらえる回数が増えるため、２～３か月先はやや良くなる。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,・９月以降は航空運賃の割引率が大きくなることから、ツアー需要が増加する。
,,○,住宅販売会社（経営者）,・為替の修正、株式市場の回復等が見込まれるため、少しは良くなる。
,,○,住宅販売会社（従業員）,・消費税の増税が可決されることになれば、2014年３月までに引き渡しできる物件については、確実に駆け込み需要が発生する。分譲マンションの場合は、客が欲しい場所で販売物件をすぐに買えるとは限らないため、早めに購入することになり、増税が決まったら、すぐに駆け込み需要が発生するとみられる。
,,□,商店街（代表者）,・暑い日が秋まで続きそうなことから、秋物の販売が後手になり、秋物の値下げが始まる時期まで横ばいで推移する。
,,□,商店街（代表者）,・客の反応は以前と変わらない。将来的にもこの状態が続く。
,,□,百貨店（売場主任）,・３か月の長期予報で、秋は気温、雨量とも平年並みとなっていることから、秋物の動きが前年より良くなる。
,,□,百貨店（売場主任）,・買上客数のダウン傾向が続いている。
,,□,百貨店（販売促進担当）,・国内外からの旅行客数が増えるという報道があるが、観光地への集客は感じられるものの、市内中心部への集客が弱い。
,,□,百貨店（役員）,・東日本大震災の影響はほとんどなくなり、観光客の入込もかなり戻った感があるため、お金の流れが全体に広がることを期待している。
,,□,スーパー（店長）,・極端な特売目玉について、客が価格に慣れたせいか殺到しなくなり、集客力が落ちてきた。現状から変わらない今の沈滞ムードを払しょくする手だてを模索している。
,,□,スーパー（役員）,・全般的な印象であるが、生活保護費、年金支給、各業界の給料日など、月間の山が５回ほどあるが、支給日当日か翌日の売上は向上するものの、それ以外の一般日の売上は厳しい状況にある。貯蓄のような将来不安からの消費行動ではなく、現状が厳しいことの表れとみられる。
,,□,スーパー（役員）,・計画停電が報道されているためか、外出を控えて近場で買物をする傾向が強くなっている。今後も計画停電の対象期間が続くことから、ますます外出を控える傾向が強くなる。
,,□,衣料品専門店（店員）,・消費税の増税問題や計画停電などの影響により、消費動向に節約ムードがある。
,,□,家電量販店（経営者）,・良くなる見通しがなく、中小企業への景気対策が望まれる。
,,□,家電量販店（店員）,・８月も暑さが続けば白物家電の動きが少しは期待できる。
,,□,乗用車販売店（経営者）,・新車の受注は新型車の投入やエコカー補助金の効果等により前年を上回っている。そのため、新車の販売台数も当面は東日本大震災前の水準を維持できる。
,,□,乗用車販売店（従業員）,・新しい車種が発表されたが盛り上がりに欠けており、新型だからといって需要が集中するような反応もみられない。
,,□,乗用車販売店（営業担当）,・秋にかけて新型車の投入による上昇を期待したいが、エコカー補助金の予算切れの影響も若干出てくるため、現状維持で推移する。
,,□,その他専門店［ガソリンスタンド］（経営者）,・自動車用燃料の販売量は引き続き大幅に減少している。
