Ⅱ．景気の先行きに対する判断理由,,,,
,,,,
　景気の先行きに対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,
,,,,
,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北海道)",,◎,＊,＊
,,○,スーパー（店長）,・総選挙で民主党政権から自民党政権に変わる可能性が高いため、デフレ対策等により市場が活発化する。
,,○,乗用車販売店（従業員）,・ここ１～２か月が冷え込んでいるため、２～３か月後には景気は上向きになる。
,,○,スナック（経営者）,・年末年始に向けて人出が増えてくる。
,,○,旅行代理店（従業員）,・総選挙の結果を受け、内需拡大への期待で市場がやや上向くことを期待している。ただ、当業界にとっては、外国人の来日が減少することが懸念される。
,,○,タクシー運転手,・12月は総選挙があるため、総選挙が終わるまでは夜の人出が例年よりも減ることになる。ただ、12月～１月はタクシーの売上の多い月であるため、11月よりは良くなる。
,,○,タクシー運転手,・これから雪の季節になり、寒さが厳しくなると、病院への通院や買物などでタクシー利用が増えるため、やや良くなる。
,,○,通信会社（企画担当）,・冬商戦で戦える商品ラインナップが出そろうことから、現状よりは状況が改善されることになる。
,,○,観光名所（従業員）,・年を越した１月～２月について、当地域では核となるプラス要素を見つけられないが、10月～11月と国内観光客、海外観光客、特に台湾からの観光客の伸びが著しく、特に冬は台湾観光客の需要が高いため、この伸びがこのまま続く。
,,○,住宅販売会社（経営者）,・総選挙が決まり、新政権に対する期待感から、株価の上昇や円安傾向にあるため、若干期待できる。
,,○,住宅販売会社（従業員）,・現在の不安定な政権から、少しは安定した政権になるとみられるため、消費者心理としては良い方向に動く。とりわけ住宅のような大きな買物に対しては、消費者心理の影響力が強いため、その分、余計にプラスに作用することが期待できる。
,,□,商店街（代表者）,・気温に左右されるところが大きいが、バーゲンについては出足が良かったとしても、１月後半や２月になると、かなり値崩れが進むため、売上が増加するとは思えない。
,,□,商店街（代表者）,・総選挙の結果を受け、体制が変化するかもしれないが、現在のごたごたの状況では今後も変わらない。
,,□,商店街（代表者）,・例年、来街者の減少する月であり、氷まつり等のイベントが開催されるが、中心市街地に足を運ぶ客は少なく、ほとんどの業種で売上の増加は見込めない。また、外国人観光客以外のビジネス客もこの時期は減少するため、売上増加の要因をピックアップできない。
,,□,一般小売店［酒］（経営者）,・９月から売上が非常に下降線をたどっている。来月は年末の最需要期を控えているが、この２～３か月の流れからすると大きな期待はできない。
,,□,百貨店（売場主任）,・長期予報で12～１月は前年並みの寒さが予想されているが、現在の状況からはクリスマス商戦も１月のクリアランスセールも前年並みの数字が取れる。また、正月のイベント企画も含めて、２～３月にかけての集客増を狙っている。
,,□,百貨店（販売促進担当）,・初雪以来、冬物衣料は堅調に推移しているものの、今後、冬の節電の影響が出てくることが考えられるため、先行きの不安定さからは抜け切れない。
,,□,百貨店（販売促進担当）,・動員対策、強化企画の実施により、瞬間的な来客数増加は見込めるものの、継続性には力不足である。
,,□,百貨店（役員）,・政権が変わろうが現在のデフレ体質は変わらない。
,,□,スーパー（店長）,・冬の節電の影響に加えて、総選挙の結果により不安定な政権となれば、消費の２極化が進む。混とんとした状況であれば、ハレとケの使い分けが顕著になる。
,,□,スーパー（店長）,・今月の景気の調子は良いが、単月だけの動きの可能性もあるため、まだまだ半信半疑なところがある。
,,□,スーパー（企画担当）,・総選挙の結果に期待するところもあるが、様々な問題が、政治ではすぐに解決できないということが、以前より多くの国民に認識されており、お金を使って、景気が回復するという雰囲気ではなくなっている。
,,□,コンビニ（エリア担当）,・依然として催事商品が好調であり、客の買上単価は上昇している。しかし、公共工事の減少も影響し、早朝のたばこの売上が減少している。全体的には来客数が横ばいか減少傾向であり、厳しいまま推移する。
,,□,コンビニ（エリア担当）,・公共事業の増加があるとは思えず、激安業態が増加しており、継続したデフレ状態は続く。
