,,▲,コンビニ（店長）,・秋にはガソリン補助金が終了するなどマイナスの話題が先行しており、消費マインドは冷えつつある。予断を許さない状況である。,
,,▲,コンビニ（店長）,・各種商品の値上げが続くなか、家計を圧迫していくことは否めない。,
,,▲,衣料品専門店（経営者）,・商品価格の値上げを予定しているため、購買に影響が生じることが予想される。,
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・政府の燃料油価格激変緩和対策事業による補助金減額が予定されており、９月に向けて毎週１円から２円の販売価格上昇を余儀なくされている。燃料使用の節約傾向が強まるとみている。,
,,▲,通信会社（営業担当）,・物価高が続いているなか、電気代も値上げされることから、経済活動に影響が出ることは否めない。企業も家庭も支出面での引締めが一段と強まるとみている。,
,,▲,通信会社（営業担当）,・ガソリン価格が徐々に上昇しており、その影響を受けるとみている。,
,,▲,設計事務所（経営者）,・工事価格の高騰で建築を諦める客が多くなっているため、価格が落ち着くまでは発注量が増えないとみている。,
,,×,スーパー（経営者）,・食品の値上げは続き、来店頻度と買上点数が減り、売上は減少するとみている。,
,,×,コンビニ（経営者）,・夏場は電気使用量が上がるが、電気・ガス価格激変緩和対策事業は終わり、最低賃金も引き上げられるとみている。今後良くなることはあるのか。策も支援もなしではやっていけない。経営は既に限界である。,
,,×,一般レストラン（経営者）,・地元客は物価高騰による疲弊感があるため来店の期待は薄い。夏祭りやイベントでは露店で食べるため繁華街には足が向かない。観光客は海のあるエリアに取られる。景気はやや悪くなるとみている。,
"企業
動向
関連

(東北)",,◎,農林水産業（従業者）,・桃の最盛期を迎える。今年は新型コロナウイルス感染症に対する規制が緩和されているため観光客の増加が見込める。また、イベントも開催されるため、新規顧客の増加が見込める。,
,,◎,建設業（企画担当）,・働き方改革など制度の問題や人手不足など社会的な問題はあるが、その都度それを克服するための新しい産業やビジネスが生まれるとみている。,
