Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,来客数の動き,・各国からの入国制限が緩和されたこと、当地及び札幌で冬の恒例イベントが開催されたことから、大雪の日があったにもかかわらず国内外からの観光客が増加しており、売上が増えている。
,,◎,一般小売店［酒］（経営者）,販売量の動き,・新型コロナウイルス感染症の影響が沈静化するのに伴って売上も回復している。
,,◎,観光型ホテル（スタッフ）,単価の動き,・大型イベントの集客力が新型コロナウイルス感染症発生前の水準に近いところまで回復している。客単価、稼働共に上向いており、コロナ禍からの回復を実感している。
,,◎,旅行代理店（従業員）,販売量の動き,・新型コロナウイルスの感染症法上の分類が５類に変更されるとの報道があったことで、春の新規旅行予約が増加している。今後にも期待している。
,,◎,タクシー運転手,来客数の動き,・２月は３年ぶりに当地恒例の冬のイベントが開催され、インバウンドを始めとした観光客が増加したことで、売上は前年から20％の増加となった。特に夜間の売上が伸びている。乗務員不足の影響で、タクシーの稼働率は前年を10％下回ったが、タクシー１台当たりの売上は前年から30％の増加となり、新型コロナウイルス感染症発生前よりも良くなっている。歩合給中心のドライバーの給与も新型コロナウイルス感染症発生前と比べて10％以上増えている。
,,◎,観光名所（従業員）,来客数の動き,・当施設における２月の１日平均の利用状況をみると、月初めは１月の約２倍に達しており、20日過ぎの段階でも1.5倍となっており、利用客が着実に増えている。
,,○,商店街（代表者）,来客数の動き,・新型コロナウイルスの感染状況が落ち着きをみせていることから来客数が増加している。ただ、物価が上昇していることで客単価が上昇している一方で、買上点数は減少している。
,,○,商店街（代表者）,販売量の動き,・２月は３年ぶりに冬の恒例イベントが開催されたことで多くの来場者があり、絶大な経済効果がみられた。会場で飲食イベントが開催されなかったことから、周辺飲食店への波及効果も大きかった。繁華街などにも人が流れ、客が並んでいる飲食店が続出するなど、久しぶりの活況となった。やはり経済効果が見込めるようなイベントの開催は非常に効果的であると再認識させられた。
,,○,一般小売店（経営者）,販売量の動き,・決算セールの影響もあったが、以前よりも客の動きが良くなっている。
,,○,百貨店（販売促進担当）,来客数の動き,・物価の上昇が収まらない状況ではあるが、新型コロナウイルス新規感染者数の減少に伴って、来街者や当店への来客が確実に増えている。それに伴って店頭売上も増加傾向にある。
,,○,スーパー（店長）,販売量の動き,・前年は大雪という外部要因の影響もあったが、衣料品の動きが顕著に良くなっている。トラベル関連の雑貨も好調に動いている。
,,○,スーパー（企画担当）,来客数の動き,・来客数の前年比をみると、３か月前と比べて伸びている。商材の値上げに伴って、外食するのであれば総菜などを買うようにしたり、同じ商材を買うのであればコンビニエンスストアよりもスーパーで購入したりすることで節約につなげようという動きがみられ、客足が伸びている。
,,○,コンビニ（エリア担当）,来客数の動き,・３年ぶりに冬の恒例イベントが開催されたことで、国内旅行客、外国人観光客が増加した。
,,○,乗用車販売店（経営者）,販売量の動き,・求人倍率の向上に伴い企業の雇用情勢が回復傾向にある。また、観光需要が高まり、人流が増加していることで観光産業の業況に伸びがみられる。燃料価格や物価の高騰などの影響はあるものの、それを若干上回る伸びがみられることで雇用が創出され、小売業においても販売量の伸びを期待できる状況となっている。
,,○,乗用車販売店（従業員）,販売量の動き,・メーカーの生産台数が伸びていることで、２月及び３月の納車が予定台数に届きそうな状況に回復している。
,,○,乗用車販売店（従業員）,販売量の動き,・新車の受注量が前年比で120％以上になっている。
,,○,高級レストラン（スタッフ）,来客数の動き,・新型コロナウイルスの感染状況が収束しつつあり、新型コロナウイルスの５類感染症への移行も予定されていることもあって、僅かではあるが来客数が増えている。
,,○,観光型ホテル（経営者）,来客数の動き,・インバウンドの回復により、２月の冬季観光シーズンを中心に集客が増えている。
,,○,旅行代理店（従業員）,販売量の動き,・全国旅行支援や入国制限の緩和により、人の動きが活発になってきた。
,,○,タクシー運転手,販売量の動き,・夜間の乗客が少しずつ増加しており、2019年の水準に近づきつつある。
,,○,タクシー運転手,来客数の動き,・少しは人が外出するようになっている。
,,○,美容室（経営者）,販売量の動き,・新型コロナウイルスの感染状況が急激に収まっており、それに伴って買物や飲食、観光など、客が外出する動きが活性化している。当店の来客数も増加傾向にある。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・天候が比較的良かったこともあって、２月は欠航が少なく、輸送量が増加している。
,,□,百貨店（売場主任）,販売量の動き,・特選関連の商材の動きは良いが、物価高騰の影響で依然として中間層の伸びが鈍化している。特に食品などのデイリー品の動きが鈍い。
,,□,スーパー（店長）,それ以外,・新型コロナウイルス感染症の影響に加えて、エネルギー問題やウクライナ情勢に端を発した物価高騰の影響もあって、不安定な状況となっている。短期的な景気の変動はあるが、ならすと変化はみられない。
,,□,スーパー（企画担当）,来客数の動き,・まん延防止等重点措置が解除されて１年近くが経過することもあって、客の流れが新型コロナウイルス感染症発生前の状況に戻りつつある。一方、物価高騰が続くなか、店舗や商材、価格に対する客の選別の目が厳しくなっている。売上動向にも地域差がみられる。
,,□,コンビニ（エリア担当）,販売量の動き,・商品価格が上昇していることで客の買い控えを懸念しているが、今のところ価格が上昇した分だけ売上が伸びている。
,,□,衣料品専門店（店長）,単価の動き,・新生活スーツ販売のピークを迎えつつあり、コロナ禍が収束していることで需要も増えているが、低単価商材しか稼働しておらず、過去最低水準の客単価となっている。
,,□,衣料品専門店（エリア担当）,来客数の動き,・光熱費の引上げや物価高騰がみられる状況ではあるが、来客数や買上点数は３か月前と比較してそれほど遜色ない状態で推移している。
,,□,家電量販店（店員）,来客数の動き,・相変わらず来客数は前年を下回っている。商材を指名買いする傾向も変わらない。
,,□,自動車備品販売店（店長）,来客数の動き,・新型コロナウイルスの感染状況が落ち着きをみせているものの、光熱費の引上げや物価の高騰により消費が慎重になっている。
,,□,住関連専門店（役員）,来客数の動き,・一部の店舗だけではなく、全店舗で来客数が減少している。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・新型コロナウイルス感染症の影響もあって、個々の客の健康志向は高まっている。必要な商材は値上げされたとしても購入する客が多い。
,,□,その他専門店［造花］（店長）,お客様の様子,・原材料価格高騰の影響もあって、客の購買意欲が低下している。注文を受けてから必要数を購入する傾向がみられる。
,,□,高級レストラン（スタッフ）,販売量の動き,・売上は例年の50％となりそうで景気は変わっていない。昼食は12時前後はビジネス客の利用がみられ、13時前後からは女性のグループ客が目立つなど、盛況ではあるものの、安いセットから売れていく。夕食は予約客も振りの客も少なく、限られたスタッフでこなしている。注文が重なると人手が足りなくなるが人員採用はとても無理な状況である。
,,□,高級レストラン（スタッフ）,来客数の動き,・全国旅行支援が継続しているものの、来客数について見込みほどの伸びがみられなかった。観光閑散期であること、全国旅行支援の割引率が低下していることなどが影響し、以前ほどの勢いが感じられない。
,,□,旅行代理店（従業員）,販売量の動き,・３か月前も全国旅行支援が実施されていたことから、余り変化はみられない。
,,□,タクシー運転手,来客数の動き,・雪が降ると一時的に客の利用が増える一方で、インバウンドの予約状況はほとんど変わっていない。観光客の利用状況も以前と変わっており、全体的な景気は変わっていない。
,,□,タクシー運転手,単価の動き,・３か月前と比較すると、景気は横ばいで推移している。ただ、新型コロナウイルスの新規感染者数が減少傾向にあるため、これからどのような変化がみられるのか注視している。
,,□,通信会社（エリア担当）,販売量の動き,・景気の悪い状況が１年以上続いており、３か月前と変わっていない。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客の様子をみると、以前よりも慎重に購入を検討する客がやや増えているものの、前向きに検討している客がほとんどである。商談に掛かる時間も比較的短い。
,,▲,商店街（代表者）,お客様の様子,・客から物価が上がっているという話を聞くことが増えている。こうした状況下で景気が良くなることはない。
