,,▲,一般小売店［医薬品］（経営者）,・ウクライナ戦争が長期化の様相を見せていて、資源エネルギー価格の上昇トレンドは継続しそうである。生活必需品の価格上昇は避けられない反面、顧客の多くは年金生活者、あるいは給与所得者で実収入は上がっていない。どうしても節約志向が強くなり、必要性の低い順から出費が削られていくとみている。,
,,▲,一般小売店［寝具］（経営者）,・今月は予約がないため、来月以降は不安がある。,
,,▲,スーパー（店長）,・お盆で客の消費が活発になるため、お盆後の消費動向は余り良くないとみている。,
,,▲,コンビニ（経営者）,・物価高の影響もあり客単価が下がっている。必要以上の買物をしてくれない。この状況は続くとみている。,
,,▲,衣料品専門店（店長）,・物価高騰により販売価格を上げていくなかで、前年並みの販売量を維持できないのではないかという懸念がある。,
,,▲,乗用車販売店（従業員）,・秋口までは安定した収益確保が見込める。しかし、現在の受注量が減っているため、秋口以降の収益確保に影響が出るとみている。,
,,▲,住関連専門店（インテリアコーディネーター）,・収入は変わらないなか、物価や光熱費は上がる一方であり、景気が良くなる要素がない。,
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・燃料油価格激変緩和対策事業の縮小により、販売価格はまだ上昇する見通しであり、販売量は更に減少するとみている。,
,,▲,通信会社（営業担当）,・賃上げ以上に物価が上昇しており、経費削減しなければならない状況は続くとみている。,
,,▲,設計事務所（経営者）,・建設コスト高、工事期間の長期化などを考えると、建設意欲は低下していくとみている。,
,,×,スーパー（経営者）,・新聞の値上げで購読すらやめる年金生活者が多数いる。この層はより一層厳しくなる。,
,,×,コンビニ（経営者）,・光熱費が上がり、利益は減り続けている。10月に最低賃金が上がれば経営は更に厳しくなる。,
,,×,乗用車販売店（従業員）,・大雨の影響で水没した代替車の特需的な受注があるが、今後は収まるとみている。,
,,×,高級レストラン（経営者）,・景気が上向くのは年末頃からとみている。それまでは相当厳しい状況が続く。,
,,×,一般レストラン（経営者）,・当地では夏のシーズンは観光需要が少なくなるため、観光客増加の期待は薄い。お盆のときにだけ売上が集中し、前後は客が激減するとみている。お盆明けに法人需要が増えることを期待するしかない。,
